station,name,date,year,month,day,day_of_year,precipitation,max_temp,min_temp,avg_temp,price_usd_per_tonne
GHM00065472,KOTOKA INTERNATIONAL,1994-10-03,1994,10,3,276,0.0,82.0,73.0,77,1466.24
GHM00065472,KOTOKA INTERNATIONAL,1994-10-04,1994,10,4,277,0.0,82.0,73.0,81,1462.28
GHM00065472,KOTOKA INTERNATIONAL,1994-10-05,1994,10,5,278,0.24,82.0,73.0,79,1430.57
GHM00065445,SEFWI BEKWAI,1994-10-05,1994,10,5,278,0.0,82.0,73.0,82,1430.57
GHM00065472,KOTOKA INTERNATIONAL,1994-10-06,1994,10,6,279,0.01,82.0,73.0,80,1430.32
GHM00065445,SEFWI BEKWAI,1994-10-06,1994,10,6,279,0.0,82.0,73.5,80,1430.32
GHM00065472,KOTOKA INTERNATIONAL,1994-10-07,1994,10,7,280,0.0,82.0,74.0,82,1416.46
GHM00065432,WENCHI,1994-10-07,1994,10,7,280,1.02,82.0,73.0,75,1416.46
GHM00065472,KOTOKA INTERNATIONAL,1994-10-10,1994,10,10,283,0.0,82.0,72.0,76,1413.73
GHM00065472,KOTOKA INTERNATIONAL,1994-10-11,1994,10,11,284,0.0,82.0,74.0,80,1413.94
GHM00065457,AKIM ODA,1994-10-12,1994,10,12,285,0.94,82.0,69.0,75,1411.61
GHM00065472,KOTOKA INTERNATIONAL,1994-10-12,1994,10,12,285,1.1,81.0,69.0,76,1411.61
GHM00065467,TAKORADI,1994-10-12,1994,10,12,285,0.08,80.0,69.0,76,1411.61
GHM00065472,KOTOKA INTERNATIONAL,1994-10-13,1994,10,13,286,0.0,83.33333333333333,69.0,80,1412.38
GHM00065472,KOTOKA INTERNATIONAL,1994-10-14,1994,10,14,287,0.0,86.66666666666667,69.0,80,1415.5
GHM00065453,HO,1994-10-14,1994,10,14,287,0.55,90.0,69.0,82,1415.5
GHM00065432,WENCHI,1994-10-14,1994,10,14,287,0.0,86.0,74.0,81,1415.5
GHM00065465,AXIM,1994-10-14,1994,10,14,287,0.04,84.0,73.0,78,1415.5
GHM00065467,TAKORADI,1994-10-14,1994,10,14,287,0.0,86.0,72.0,81,1415.5
GHM00065445,SEFWI BEKWAI,1994-10-21,1994,10,21,294,0.0,86.42857142857143,73.0,83,1471.46
GHM00065465,AXIM,1994-10-21,1994,10,21,294,0.01,86.85714285714286,72.0,80,1471.46
GHM00065467,TAKORADI,1994-10-21,1994,10,21,294,0.08,87.28571428571429,72.0,80,1471.46
GHM00065442,KUMASI,1994-10-21,1994,10,21,294,0.0,87.71428571428571,73.0,76,1471.46
GHM00065472,KOTOKA INTERNATIONAL,1994-10-21,1994,10,21,294,0.0,88.14285714285714,74.0,83,1471.46
GHM00065453,HO,1994-10-21,1994,10,21,294,0.04,88.57142857142857,74.33333333333333,80,1471.46
GHM00065472,KOTOKA INTERNATIONAL,1994-10-24,1994,10,24,297,0.0,89.0,74.66666666666667,82,1459.74
GHM00065472,KOTOKA INTERNATIONAL,1994-10-25,1994,10,25,298,0.0,88.33333333333333,75.0,80,1460.88
GHM00065472,KOTOKA INTERNATIONAL,1994-10-26,1994,10,26,299,0.0,87.66666666666667,75.0,82,1476.99
GHM00065472,KOTOKA INTERNATIONAL,1994-10-27,1994,10,27,300,0.04,87.0,74.0,79,1497.14
GHM00065432,WENCHI,1994-10-27,1994,10,27,300,0.51,84.0,65.0,77,1497.14
GHM00065465,AXIM,1994-10-27,1994,10,27,300,0.2,82.0,69.5,78,1497.14
GHM00065467,TAKORADI,1994-10-27,1994,10,27,300,0.04,84.0,74.0,80,1497.14
GHM00065459,KOFORIDUA,1994-10-27,1994,10,27,300,0.55,90.0,73.0,83,1497.14
GHM00065439,SUNYANI,1994-10-28,1994,10,28,301,0.0,89.83333333333333,71.0,78,1480.12
GHM00065465,AXIM,1994-10-28,1994,10,28,301,0.43,89.66666666666667,72.0,80,1480.12
GHM00065432,WENCHI,1994-10-28,1994,10,28,301,0.0,89.5,69.0,79,1480.12
GHM00065472,KOTOKA INTERNATIONAL,1994-10-28,1994,10,28,301,0.0,89.33333333333333,73.0,82,1480.12
GHM00065442,KUMASI,1994-10-28,1994,10,28,301,0.0,89.16666666666667,73.0,77,1480.12
GHM00065472,KOTOKA INTERNATIONAL,1994-10-31,1994,10,31,304,0.0,89.0,73.0,83,1482.1
GHM00065472,KOTOKA INTERNATIONAL,1994-11-01,1994,11,1,305,0.0,88.0,73.0,83,1464.6
GHM00065442,KUMASI,1994-11-01,1994,11,1,305,0.12,87.0,71.0,78,1464.6
GHM00065432,WENCHI,1994-11-01,1994,11,1,305,0.39,88.0,69.0,81,1464.6
GHM00065465,AXIM,1994-11-01,1994,11,1,305,0.0,89.0,70.0,80,1464.6
GHM00065457,AKIM ODA,1994-11-01,1994,11,1,305,0.0,90.0,71.0,81,1464.6
GHM00065439,SUNYANI,1994-11-01,1994,11,1,305,0.47,90.875,68.0,77,1464.6
GHM00065472,KOTOKA INTERNATIONAL,1994-11-02,1994,11,2,306,0.0,91.75,74.0,83,1461.92
GHM00065467,TAKORADI,1994-11-03,1994,11,3,307,0.0,92.625,73.75,84,1454.23
GHM00065472,KOTOKA INTERNATIONAL,1994-11-03,1994,11,3,307,0.0,93.5,73.5,83,1454.23
GHM00065453,HO,1994-11-03,1994,11,3,307,0.0,94.375,73.25,77,1454.23
GHM00065453,HO,1994-11-04,1994,11,4,308,0.08,95.25,73.0,81,1449.19
GHM00065442,KUMASI,1994-11-04,1994,11,4,308,0.0,96.125,72.0,78,1449.19
GHM00065472,KOTOKA INTERNATIONAL,1994-11-07,1994,11,7,311,0.0,97.0,71.0,81,1426.5
GHM00065467,TAKORADI,1994-11-07,1994,11,7,311,0.0,96.0,71.0,75,1426.5
GHM00065459,KOFORIDUA,1994-11-08,1994,11,8,312,0.16,90.0,72.0,76,1432.68
GHM00065472,KOTOKA INTERNATIONAL,1994-11-08,1994,11,8,312,0.0,89.66666666666667,75.0,82,1432.68
GHM00065445,SEFWI BEKWAI,1994-11-08,1994,11,8,312,0.0,89.33333333333333,73.0,78,1432.68
GHM00065442,KUMASI,1994-11-08,1994,11,8,312,0.0,89.0,72.0,77,1432.68
GHM00065472,KOTOKA INTERNATIONAL,1994-11-09,1994,11,9,313,0.0,87.5,71.66666666666667,83,1428.59
GHM00065465,AXIM,1994-11-10,1994,11,10,314,0.0,86.0,71.33333333333333,82,1422.76
GHM00065445,SEFWI BEKWAI,1994-11-10,1994,11,10,314,0.0,87.5,71.0,84,1422.76
GHM00065467,TAKORADI,1994-11-10,1994,11,10,314,0.0,89.0,73.0,80,1422.76
GHM00065459,KOFORIDUA,1994-11-10,1994,11,10,314,0.0,92.0,73.5,81,1422.76
GHM00065439,SUNYANI,1994-11-10,1994,11,10,314,0.0,93.5,74.0,80,1422.76
GHM00065453,HO,1994-11-10,1994,11,10,314,0.0,95.0,74.5,81,1422.76
GHM00065472,KOTOKA INTERNATIONAL,1994-11-10,1994,11,10,314,0.0,93.75,75.0,84,1422.76
GHM00065472,KOTOKA INTERNATIONAL,1994-11-11,1994,11,11,315,0.0,92.5,73.8,85,1430.43
GHM00065472,KOTOKA INTERNATIONAL,1994-11-14,1994,11,14,318,0.0,91.25,72.6,83,1414.25
GHM00065459,KOFORIDUA,1994-11-15,1994,11,15,319,0.0,90.0,71.4,78,1462.12
GHM00065442,KUMASI,1994-11-15,1994,11,15,319,0.0,89.0,70.2,82,1462.12
GHM00065432,WENCHI,1994-11-15,1994,11,15,319,0.0,89.0,69.0,80,1462.12
GHM00065472,KOTOKA INTERNATIONAL,1994-11-15,1994,11,15,319,0.0,89.0,70.0,83,1462.12
GHM00065467,TAKORADI,1994-11-15,1994,11,15,319,0.12,89.0,71.0,83,1462.12
GHM00065472,KOTOKA INTERNATIONAL,1994-11-16,1994,11,16,320,0.0,89.66666666666667,75.0,85,1445.71
GHM00065472,KOTOKA INTERNATIONAL,1994-11-17,1994,11,17,321,0.0,90.33333333333333,73.5,85,1448.57
GHM00065445,SEFWI BEKWAI,1994-11-18,1994,11,18,322,0.0,91.0,72.0,81,1455.18
GHM00065439,SUNYANI,1994-11-18,1994,11,18,322,0.0,91.0,73.0,78,1455.18
GHM00065432,WENCHI,1994-11-18,1994,11,18,322,0.0,91.0,71.0,81,1455.18
GHM00065465,AXIM,1994-11-18,1994,11,18,322,0.0,91.0,73.0,80,1455.18
GHM00065459,KOFORIDUA,1994-11-18,1994,11,18,322,0.0,91.0,73.0,81,1455.18
GHM00065453,HO,1994-11-18,1994,11,18,322,0.0,90.66666666666667,74.0,84,1455.18
GHM00065472,KOTOKA INTERNATIONAL,1994-11-18,1994,11,18,322,0.0,90.33333333333333,76.0,84,1455.18
GHM00065472,KOTOKA INTERNATIONAL,1994-11-21,1994,11,21,325,0.0,90.0,76.0,83,1467.82
GHM00065442,KUMASI,1994-11-21,1994,11,21,325,0.0,92.0,72.0,82,1467.82
GHM00065453,HO,1994-11-21,1994,11,21,325,0.0,94.0,75.0,85,1467.82
GHM00065432,WENCHI,1994-11-21,1994,11,21,325,0.0,91.0,66.0,82,1467.82
GHM00065445,SEFWI BEKWAI,1994-11-21,1994,11,21,325,0.0,92.0,75.0,85,1467.82
GHM00065467,TAKORADI,1994-11-21,1994,11,21,325,0.0,92.0,74.0,85,1467.82
GHM00065459,KOFORIDUA,1994-11-21,1994,11,21,325,0.0,92.0,71.0,82,1467.82
GHM00065439,SUNYANI,1994-11-21,1994,11,21,325,0.0,91.625,68.0,77,1467.82
GHM00065472,KOTOKA INTERNATIONAL,1994-11-22,1994,11,22,326,0.0,91.25,76.0,82,1463.94
GHM00065459,KOFORIDUA,1994-11-22,1994,11,22,326,0.0,90.875,74.0,79,1463.94
GHM00065432,WENCHI,1994-11-23,1994,11,23,327,0.0,90.5,69.0,75,1461.79
GHM00065445,SEFWI BEKWAI,1994-11-23,1994,11,23,327,0.0,90.125,76.0,81,1461.79
GHM00065467,TAKORADI,1994-11-23,1994,11,23,327,0.0,89.75,75.0,83,1461.79
GHM00065472,KOTOKA INTERNATIONAL,1994-11-23,1994,11,23,327,0.0,89.375,77.0,84,1461.79
GHM00065472,KOTOKA INTERNATIONAL,1994-11-24,1994,11,24,328,0.0,89.0,76.66666666666667,82,1447.74
GHM00065472,KOTOKA INTERNATIONAL,1994-11-25,1994,11,25,329,0.0,89.11111111111111,76.33333333333333,83,1447.73
GHM00065472,KOTOKA INTERNATIONAL,1994-11-28,1994,11,28,332,0.0,89.22222222222223,76.0,80,1423.51
GHM00065467,TAKORADI,1994-11-28,1994,11,28,332,0.0,89.33333333333333,76.0,80,1423.51
GHM00065472,KOTOKA INTERNATIONAL,1994-11-29,1994,11,29,333,0.0,89.44444444444444,76.0,82,1346.41
GHM00065472,KOTOKA INTERNATIONAL,1994-11-30,1994,11,30,334,0.0,89.55555555555556,76.0,81,1357.9
GHM00065472,KOTOKA INTERNATIONAL,1995-01-05,1995,1,5,5,0.0,89.66666666666667,76.33333333333333,85,1455.71
GHM00065472,KOTOKA INTERNATIONAL,1995-02-15,1995,2,15,46,0.0,89.77777777777777,76.66666666666667,88,1524.61
GHM00065472,KOTOKA INTERNATIONAL,1995-02-16,1995,2,16,47,0.0,89.88888888888889,77.0,85,1533.63
GHM00065472,KOTOKA INTERNATIONAL,1995-02-17,1995,2,17,48,0.0,90.0,76.0,82,1525.15
GHM00065442,KUMASI,1995-02-17,1995,2,17,48,0.0,97.0,75.0,83,1525.15
GHM00065472,KOTOKA INTERNATIONAL,1995-02-20,1995,2,20,51,0.0,95.75,79.0,84,1540.68
GHM00065453,HO,1995-02-20,1995,2,20,51,0.0,94.5,78.0,81,1540.68
GHM00065445,SEFWI BEKWAI,1995-02-20,1995,2,20,51,0.28,93.25,73.0,79,1540.68
GHM00065472,KOTOKA INTERNATIONAL,1995-02-21,1995,2,21,52,0.0,92.0,73.7,83,1554.78
GHM00065439,SUNYANI,1995-02-22,1995,2,22,53,0.0,99.0,74.4,87,1553.42
GHM00065445,SEFWI BEKWAI,1995-02-22,1995,2,22,53,0.0,101.0,75.1,90,1553.42
GHM00065467,TAKORADI,1995-02-22,1995,2,22,53,0.0,99.5,75.8,87,1553.42
GHM00065432,WENCHI,1995-02-22,1995,2,22,53,0.0,98.0,76.5,89,1553.42
GHM00065453,HO,1995-02-22,1995,2,22,53,0.0,100.0,77.2,89,1553.42
GHM00065442,KUMASI,1995-02-22,1995,2,22,53,0.0,97.0,77.9,89,1553.42
GHM00065472,KOTOKA INTERNATIONAL,1995-02-22,1995,2,22,53,0.0,94.0,78.6,84,1553.42
GHM00065465,AXIM,1995-02-22,1995,2,22,53,0.0,89.0,79.3,84,1553.42
GHM00065472,KOTOKA INTERNATIONAL,1995-02-23,1995,2,23,54,0.0,90.5,80.0,84,1562.15
GHM00065472,KOTOKA INTERNATIONAL,1995-02-24,1995,2,24,55,0.0,92.0,79.0,85,1568.62
GHM00065442,KUMASI,1995-02-24,1995,2,24,55,0.0,98.0,77.0,85,1568.62
GHM00065432,WENCHI,1995-02-24,1995,2,24,55,0.0,100.0,72.0,87,1568.62
GHM00065467,TAKORADI,1995-02-24,1995,2,24,55,0.0,91.0,76.0,84,1568.62
GHM00065457,AKIM ODA,1995-02-24,1995,2,24,55,0.0,96.0,75.0,86,1568.62
GHM00065472,KOTOKA INTERNATIONAL,1995-02-27,1995,2,27,58,0.0,93.5,78.0,80,1558.18
GHM00065467,TAKORADI,1995-02-28,1995,2,28,59,0.0,91.0,77.5,85,1543.9
GHM00065442,KUMASI,1995-02-28,1995,2,28,59,0.0,96.0,77.0,88,1543.9
GHM00065453,HO,1995-02-28,1995,2,28,59,0.0,95.0,76.5,84,1543.9
GHM00065432,WENCHI,1995-02-28,1995,2,28,59,0.0,98.0,76.0,85,1543.9
GHM00065472,KOTOKA INTERNATIONAL,1995-02-28,1995,2,28,59,0.0,93.0,75.5,85,1543.9
GHM00065432,WENCHI,1995-03-01,1995,3,1,60,0.0,92.5,75.0,87,1545.82
GHM00065445,SEFWI BEKWAI,1995-03-01,1995,3,1,60,0.0,92.0,74.5,91,1545.82
GHM00065467,TAKORADI,1995-03-01,1995,3,1,60,0.0,91.5,74.0,85,1545.82
GHM00065472,KOTOKA INTERNATIONAL,1995-03-01,1995,3,1,60,0.0,91.0,73.5,84,1545.82
GHM00065453,HO,1995-03-01,1995,3,1,60,0.0,91.27272727272727,73.0,88,1545.82
GHM00065472,KOTOKA INTERNATIONAL,1995-03-02,1995,3,2,61,0.0,91.54545454545455,72.5,86,1538.22
GHM00065442,KUMASI,1995-03-02,1995,3,2,61,0.24,91.81818181818181,72.0,80,1538.22
GHM00065453,HO,1995-03-02,1995,3,2,61,0.24,92.0909090909091,71.0,82,1538.22
GHM00065465,AXIM,1995-03-02,1995,3,2,61,0.0,92.36363636363636,76.0,84,1538.22
GHM00065445,SEFWI BEKWAI,1995-03-02,1995,3,2,61,0.0,92.63636363636364,76.0,86,1538.22
GHM00065467,TAKORADI,1995-03-02,1995,3,2,61,0.0,92.9090909090909,76.0,84,1538.22
GHM00065439,SUNYANI,1995-03-02,1995,3,2,61,0.0,93.18181818181819,72.0,82,1538.22
GHM00065432,WENCHI,1995-03-02,1995,3,2,61,0.0,93.45454545454545,72.0,86,1538.22
GHM00065472,KOTOKA INTERNATIONAL,1995-03-03,1995,3,3,62,0.0,93.72727272727273,72.0,86,1568.46
GHM00065432,WENCHI,1995-03-03,1995,3,3,62,0.0,94.0,72.0,87,1568.46
GHM00065467,TAKORADI,1995-03-03,1995,3,3,62,0.0,91.0,72.0,85,1568.46
GHM00065472,KOTOKA INTERNATIONAL,1995-03-06,1995,3,6,65,0.0,90.66666666666667,72.0,82,1553.19
GHM00065472,KOTOKA INTERNATIONAL,1995-03-07,1995,3,7,66,0.0,90.33333333333333,72.0,84,1559.13
GHM00065467,TAKORADI,1995-03-07,1995,3,7,66,0.0,90.0,72.0,85,1559.13
GHM00065472,KOTOKA INTERNATIONAL,1995-03-08,1995,3,8,67,0.0,89.8,72.0,83,1553.08
GHM00065442,KUMASI,1995-03-08,1995,3,8,67,0.0,89.6,72.0,74,1553.08
GHM00065445,SEFWI BEKWAI,1995-03-08,1995,3,8,67,0.0,89.4,72.0,79,1553.08
GHM00065439,SUNYANI,1995-03-08,1995,3,8,67,0.0,89.2,72.0,77,1553.08
GHM00065472,KOTOKA INTERNATIONAL,1995-03-09,1995,3,9,68,0.98,89.0,72.0,80,1507.64
GHM00065442,KUMASI,1995-03-09,1995,3,9,68,0.0,98.0,71.8,83,1507.64
GHM00065453,HO,1995-03-09,1995,3,9,68,0.0,92.0,71.6,87,1507.64
GHM00065432,WENCHI,1995-03-09,1995,3,9,68,0.0,93.0,71.4,83,1507.64
GHM00065465,AXIM,1995-03-09,1995,3,9,68,0.75,81.0,71.2,78,1507.64
GHM00065445,SEFWI BEKWAI,1995-03-09,1995,3,9,68,1.14,95.0,71.0,84,1507.64
GHM00065467,TAKORADI,1995-03-09,1995,3,9,68,0.0,84.0,72.0,80,1507.64
GHM00065439,SUNYANI,1995-03-09,1995,3,9,68,0.0,93.0,73.0,79,1507.64
GHM00065439,SUNYANI,1995-03-10,1995,3,10,69,0.0,92.875,74.0,86,1490.45
GHM00065467,TAKORADI,1995-03-10,1995,3,10,69,0.91,92.75,75.0,79,1490.45
GHM00065472,KOTOKA INTERNATIONAL,1995-03-10,1995,3,10,69,0.0,92.625,76.0,84,1490.45
GHM00065465,AXIM,1995-03-10,1995,3,10,69,0.87,92.5,72.0,82,1490.45
GHM00065453,HO,1995-03-10,1995,3,10,69,0.0,92.375,75.0,84,1490.45
GHM00065442,KUMASI,1995-03-10,1995,3,10,69,0.0,92.25,76.0,86,1490.45
GHM00065445,SEFWI BEKWAI,1995-03-10,1995,3,10,69,0.0,92.125,77.0,86,1490.45
GHM00065472,KOTOKA INTERNATIONAL,1995-03-13,1995,3,13,72,0.0,92.0,78.0,82,1500.62
GHM00065442,KUMASI,1995-03-13,1995,3,13,72,0.0,91.0,76.66666666666667,80,1500.62
GHM00065467,TAKORADI,1995-03-13,1995,3,13,72,0.0,90.0,75.33333333333333,81,1500.62
GHM00065457,AKIM ODA,1995-03-13,1995,3,13,72,0.0,94.0,74.0,79,1500.62
GHM00065459,KOFORIDUA,1995-03-14,1995,3,14,73,0.0,92.5,75.0,85,1467.68
GHM00065472,KOTOKA INTERNATIONAL,1995-03-14,1995,3,14,73,0.0,91.0,78.0,84,1467.68
GHM00065453,HO,1995-03-14,1995,3,14,73,0.0,89.5,78.0,85,1467.68
GHM00065467,TAKORADI,1995-03-14,1995,3,14,73,0.0,88.0,75.0,83,1467.68
GHM00065472,KOTOKA INTERNATIONAL,1995-03-15,1995,3,15,74,1.85,86.5,72.0,80,1488.67
GHM00065442,KUMASI,1995-03-15,1995,3,15,74,0.28,85.0,72.0,78,1488.67
GHM00065453,HO,1995-03-15,1995,3,15,74,0.0,96.0,73.5,81,1488.67
GHM00065432,WENCHI,1995-03-15,1995,3,15,74,0.35,93.0,75.0,82,1488.67
GHM00065465,AXIM,1995-03-15,1995,3,15,74,0.47,89.0,72.0,78,1488.67
GHM00065467,TAKORADI,1995-03-15,1995,3,15,74,0.12,85.0,73.0,79,1488.67
GHM00065459,KOFORIDUA,1995-03-15,1995,3,15,74,0.04,90.5,72.5,77,1488.67
GHM00065459,KOFORIDUA,1995-03-16,1995,3,16,75,0.0,96.0,72.0,85,1466.61
GHM00065467,TAKORADI,1995-03-16,1995,3,16,75,0.0,90.0,73.0,82,1466.61
GHM00065445,SEFWI BEKWAI,1995-03-16,1995,3,16,75,0.0,92.5,74.0,85,1466.61
GHM00065453,HO,1995-03-16,1995,3,16,75,0.0,95.0,71.0,86,1466.61
GHM00065432,WENCHI,1995-03-16,1995,3,16,75,0.0,98.0,74.0,88,1466.61
GHM00065442,KUMASI,1995-03-16,1995,3,16,75,0.0,96.0,75.0,88,1466.61
GHM00065472,KOTOKA INTERNATIONAL,1995-03-16,1995,3,16,75,0.0,90.0,76.0,84,1466.61
GHM00065465,AXIM,1995-03-16,1995,3,16,75,0.08,88.0,73.0,82,1466.61
GHM00065459,KOFORIDUA,1995-03-17,1995,3,17,76,0.0,92.0,77.0,80,1474.4
GHM00065457,AKIM ODA,1995-03-17,1995,3,17,76,0.0,92.0,77.0,83,1474.4
GHM00065467,TAKORADI,1995-03-17,1995,3,17,76,0.0,91.5,77.0,86,1474.4
GHM00065432,WENCHI,1995-03-17,1995,3,17,76,0.0,91.0,79.0,80,1474.4
GHM00065465,AXIM,1995-03-17,1995,3,17,76,0.0,87.0,81.0,84,1474.4
GHM00065453,HO,1995-03-17,1995,3,17,76,0.0,92.0,78.0,85,1474.4
GHM00065442,KUMASI,1995-03-17,1995,3,17,76,0.0,92.0,73.0,83,1474.4
GHM00065445,SEFWI BEKWAI,1995-03-17,1995,3,17,76,0.0,99.0,76.0,87,1474.4
GHM00065472,KOTOKA INTERNATIONAL,1995-03-17,1995,3,17,76,0.0,87.0,79.0,82,1474.4
GHM00065472,KOTOKA INTERNATIONAL,1995-03-22,1995,3,22,81,0.2,90.5,73.0,82,1457.47
GHM00065442,KUMASI,1995-03-22,1995,3,22,81,0.0,94.0,75.0,81,1457.47
GHM00065453,HO,1995-03-22,1995,3,22,81,0.0,89.0,75.33333333333333,81,1457.47
GHM00065432,WENCHI,1995-03-22,1995,3,22,81,0.0,94.0,75.66666666666667,87,1457.47
GHM00065445,SEFWI BEKWAI,1995-03-22,1995,3,22,81,0.0,93.8,76.0,83,1457.47
GHM00065467,TAKORADI,1995-03-22,1995,3,22,81,0.02,93.6,74.0,81,1457.47
GHM00065459,KOFORIDUA,1995-03-22,1995,3,22,81,0.0,93.4,72.0,79,1457.47
GHM00065439,SUNYANI,1995-03-23,1995,3,23,82,0.0,93.2,72.0,79,1435.43
GHM00065459,KOFORIDUA,1995-03-23,1995,3,23,82,0.0,93.0,72.0,78,1435.43
GHM00065467,TAKORADI,1995-03-23,1995,3,23,82,0.04,90.0,74.0,83,1435.43
GHM00065453,HO,1995-03-23,1995,3,23,82,0.0,92.0,74.0,81,1435.43
GHM00065465,AXIM,1995-03-23,1995,3,23,82,0.0,89.0,74.0,83,1435.43
GHM00065432,WENCHI,1995-03-23,1995,3,23,82,0.0,91.0,74.0,79,1435.43
GHM00065442,KUMASI,1995-03-23,1995,3,23,82,0.0,90.5,74.0,80,1435.43
GHM00065472,KOTOKA INTERNATIONAL,1995-03-23,1995,3,23,82,0.0,90.0,73.84615384615384,81,1435.43
GHM00065445,SEFWI BEKWAI,1995-03-23,1995,3,23,82,0.0,98.0,73.6923076923077,84,1435.43
GHM00065457,AKIM ODA,1995-03-24,1995,3,24,83,0.0,95.5,73.53846153846153,79,1432.7
GHM00065439,SUNYANI,1995-03-24,1995,3,24,83,0.0,93.0,73.38461538461539,79,1432.7
GHM00065459,KOFORIDUA,1995-03-24,1995,3,24,83,0.0,92.0,73.23076923076923,83,1432.7
GHM00065467,TAKORADI,1995-03-24,1995,3,24,83,0.0,88.0,73.07692307692308,84,1432.7
GHM00065453,HO,1995-03-24,1995,3,24,83,0.0,89.66666666666667,72.92307692307692,78,1432.7
GHM00065465,AXIM,1995-03-24,1995,3,24,83,0.0,91.33333333333333,72.76923076923077,86,1432.7
GHM00065432,WENCHI,1995-03-24,1995,3,24,83,0.0,93.0,72.61538461538461,81,1432.7
GHM00065442,KUMASI,1995-03-24,1995,3,24,83,0.0,92.0,72.46153846153847,82,1432.7
GHM00065472,KOTOKA INTERNATIONAL,1995-03-24,1995,3,24,83,0.0,89.0,72.3076923076923,80,1432.7
GHM00065445,SEFWI BEKWAI,1995-03-24,1995,3,24,83,0.0,93.0,72.15384615384616,85,1432.7
GHM00065459,KOFORIDUA,1995-03-27,1995,3,27,86,0.0,91.5,72.0,78,1436.1
GHM00065465,AXIM,1995-03-27,1995,3,27,86,0.0,90.0,76.0,83,1436.1
GHM00065467,TAKORADI,1995-03-27,1995,3,27,86,0.0,91.0,75.0,85,1436.1
GHM00065453,HO,1995-03-27,1995,3,27,86,0.0,92.0,76.0,78,1436.1
GHM00065442,KUMASI,1995-03-27,1995,3,27,86,0.0,94.0,77.0,80,1436.1
GHM00065472,KOTOKA INTERNATIONAL,1995-03-27,1995,3,27,86,0.0,95.0,78.0,84,1436.1
GHM00065432,WENCHI,1995-03-27,1995,3,27,86,0.0,96.0,77.33333333333333,83,1436.1
GHM00065472,KOTOKA INTERNATIONAL,1995-03-28,1995,3,28,87,0.0,90.0,76.66666666666667,82,1431.01
GHM00065453,HO,1995-03-28,1995,3,28,87,0.0,93.0,76.0,82,1431.01
GHM00065432,WENCHI,1995-03-28,1995,3,28,87,0.0,92.5,75.0,88,1431.01
GHM00065467,TAKORADI,1995-03-28,1995,3,28,87,0.0,92.0,75.5,81,1431.01
GHM00065459,KOFORIDUA,1995-03-28,1995,3,28,87,0.0,92.5,76.0,82,1431.01
GHM00065457,AKIM ODA,1995-03-29,1995,3,29,88,0.0,93.0,73.0,78,1449.53
GHM00065467,TAKORADI,1995-03-29,1995,3,29,88,0.0,90.0,72.66666666666667,85,1449.53
GHM00065472,KOTOKA INTERNATIONAL,1995-03-29,1995,3,29,88,0.02,90.0,72.33333333333333,82,1449.53
GHM00065465,AXIM,1995-03-29,1995,3,29,88,0.31,88.0,72.0,81,1449.53
GHM00065453,HO,1995-03-29,1995,3,29,88,0.0,92.5,72.5,84,1449.53
GHM00065432,WENCHI,1995-03-29,1995,3,29,88,0.04,97.0,73.0,85,1449.53
GHM00065442,KUMASI,1995-03-30,1995,3,30,89,0.0,96.66666666666667,74.2,87,1425.18
GHM00065453,HO,1995-03-30,1995,3,30,89,0.0,96.33333333333333,75.4,82,1425.18
GHM00065439,SUNYANI,1995-03-30,1995,3,30,89,0.0,96.0,76.6,82,1425.18
GHM00065472,KOTOKA INTERNATIONAL,1995-03-30,1995,3,30,89,0.0,95.66666666666667,77.8,85,1425.18
GHM00065472,KOTOKA INTERNATIONAL,1995-03-31,1995,3,31,90,0.0,95.33333333333333,79.0,85,1450.97
GHM00065442,KUMASI,1995-03-31,1995,3,31,90,0.0,95.0,75.0,84,1450.97
GHM00065453,HO,1995-03-31,1995,3,31,90,0.0,95.5,75.5,87,1450.97
GHM00065432,WENCHI,1995-03-31,1995,3,31,90,0.01,96.0,76.0,85,1450.97
GHM00065465,AXIM,1995-03-31,1995,3,31,90,0.0,96.5,77.0,84,1450.97
GHM00065445,SEFWI BEKWAI,1995-03-31,1995,3,31,90,0.0,97.0,74.0,86,1450.97
GHM00065467,TAKORADI,1995-03-31,1995,3,31,90,0.0,96.0,77.0,85,1450.97
GHM00065459,KOFORIDUA,1995-03-31,1995,3,31,90,0.0,95.0,76.0,84,1450.97
GHM00065459,KOFORIDUA,1995-04-03,1995,4,3,93,0.0,94.0,77.0,84,1437.37
GHM00065457,AKIM ODA,1995-04-03,1995,4,3,93,0.0,92.5,77.0,88,1437.37
GHM00065467,TAKORADI,1995-04-03,1995,4,3,93,0.0,91.0,77.0,85,1437.37
GHM00065472,KOTOKA INTERNATIONAL,1995-04-03,1995,4,3,93,0.0,90.0,77.0,83,1437.37
GHM00065465,AXIM,1995-04-03,1995,4,3,93,0.28,88.0,77.0,83,1437.37
GHM00065432,WENCHI,1995-04-03,1995,4,3,93,0.28,91.0,68.0,79,1437.37
GHM00065453,HO,1995-04-03,1995,4,3,93,0.0,94.0,79.0,85,1437.37
GHM00065445,SEFWI BEKWAI,1995-04-03,1995,4,3,93,0.0,89.0,78.0,82,1437.37
GHM00065457,AKIM ODA,1995-04-04,1995,4,4,94,0.0,95.0,74.0,85,1423.28
GHM00065459,KOFORIDUA,1995-04-04,1995,4,4,94,0.0,94.0,73.0,83,1423.28
