station,name,date,year,month,day,day_of_year,precipitation,max_temp,min_temp,avg_temp,price_usd_per_tonne
GHM00065472,KOTOKA INTERNATIONAL,2011-04-15,2011,4,15,105,0.0,96.6923076923077,73.25,83,3206.3
GHM00065467,TAKORADI,2011-04-18,2011,4,18,108,0.16,96.38461538461539,73.0,81,3114.36
GHM00065439,SUNYANI,2011-04-18,2011,4,18,108,0.0,96.07692307692308,72.0,79,3114.36
GHM00065459,KOFORIDUA,2011-04-18,2011,4,18,108,0.28,95.76923076923077,71.0,80,3114.36
GHM00065445,SEFWI BEKWAI,2011-04-18,2011,4,18,108,0.0,95.46153846153847,72.0,83,3114.36
GHM00065465,AXIM,2011-04-18,2011,4,18,108,0.39,95.15384615384616,73.0,83,3114.36
GHM00065442,KUMASI,2011-04-18,2011,4,18,108,2.83,94.84615384615384,69.0,75,3114.36
GHM00065453,HO,2011-04-18,2011,4,18,108,1.57,94.53846153846153,71.0,82,3114.36
GHM00065472,KOTOKA INTERNATIONAL,2011-04-18,2011,4,18,108,0.35,94.23076923076923,71.3076923076923,80,3114.36
GHM00065432,WENCHI,2011-04-18,2011,4,18,108,0.0,93.92307692307692,71.61538461538461,82,3114.36
GHM00065472,KOTOKA INTERNATIONAL,2011-04-19,2011,4,19,109,0.0,93.61538461538461,71.92307692307692,84,3124.59
GHM00065472,KOTOKA INTERNATIONAL,2011-04-20,2011,4,20,110,0.0,93.3076923076923,72.23076923076923,85,3141.09
GHM00065439,SUNYANI,2011-04-21,2011,4,21,111,0.0,93.0,72.53846153846153,88,3120.28
GHM00065459,KOFORIDUA,2011-04-21,2011,4,21,111,0.0,96.0,72.84615384615384,83,3120.28
GHM00065445,SEFWI BEKWAI,2011-04-21,2011,4,21,111,0.0,95.0,73.15384615384616,89,3120.28
GHM00065465,AXIM,2011-04-21,2011,4,21,111,0.0,90.0,73.46153846153847,86,3120.28
GHM00065442,KUMASI,2011-04-21,2011,4,21,111,0.0,90.04761904761905,73.76923076923077,90,3120.28
GHM00065472,KOTOKA INTERNATIONAL,2011-04-21,2011,4,21,111,0.0,90.0952380952381,74.07692307692308,86,3120.28
GHM00065432,WENCHI,2011-04-21,2011,4,21,111,0.0,90.14285714285714,74.38461538461539,89,3120.28
GHM00065472,KOTOKA INTERNATIONAL,2011-04-25,2011,4,25,115,0.0,90.19047619047619,74.6923076923077,84,3114.61
GHM00065442,KUMASI,2011-04-25,2011,4,25,115,0.0,90.23809523809524,75.0,78,3114.61
GHM00065472,KOTOKA INTERNATIONAL,2011-04-26,2011,4,26,116,0.0,90.28571428571429,75.07692307692308,85,3132.87
GHM00065472,KOTOKA INTERNATIONAL,2011-04-27,2011,4,27,117,0.0,90.33333333333333,75.15384615384616,85,3191.98
GHM00065472,KOTOKA INTERNATIONAL,2011-04-28,2011,4,28,118,0.0,90.38095238095238,75.23076923076923,85,3299.24
GHM00065472,KOTOKA INTERNATIONAL,2011-04-29,2011,4,29,119,0.0,90.42857142857143,75.3076923076923,83,3338.15
GHM00065472,KOTOKA INTERNATIONAL,2011-05-02,2011,5,2,122,0.0,90.47619047619048,75.38461538461539,85,3305.79
GHM00065472,KOTOKA INTERNATIONAL,2011-05-03,2011,5,3,123,0.0,90.52380952380952,75.46153846153847,83,3289.5
GHM00065472,KOTOKA INTERNATIONAL,2011-05-04,2011,5,4,124,0.0,90.57142857142857,75.53846153846153,79,3204.32
GHM00065472,KOTOKA INTERNATIONAL,2011-05-05,2011,5,5,125,0.0,90.61904761904762,75.61538461538461,83,3092.09
GHM00065472,KOTOKA INTERNATIONAL,2011-05-06,2011,5,6,126,0.0,90.66666666666667,75.6923076923077,85,3108.06
GHM00065472,KOTOKA INTERNATIONAL,2011-05-09,2011,5,9,129,0.0,90.71428571428571,75.76923076923077,81,3108.01
GHM00065472,KOTOKA INTERNATIONAL,2011-05-10,2011,5,10,130,0.0,90.76190476190476,75.84615384615384,81,3132.23
GHM00065472,KOTOKA INTERNATIONAL,2011-05-11,2011,5,11,131,0.0,90.80952380952381,75.92307692307692,84,3144.72
GHM00065472,KOTOKA INTERNATIONAL,2011-05-12,2011,5,12,132,0.0,90.85714285714286,76.0,84,3072.29
GHM00065472,KOTOKA INTERNATIONAL,2011-05-13,2011,5,13,133,0.0,90.9047619047619,76.07692307692308,84,3040.64
GHM00065472,KOTOKA INTERNATIONAL,2011-05-16,2011,5,16,136,0.0,90.95238095238095,76.15384615384616,85,3041.73
GHM00065442,KUMASI,2011-05-16,2011,5,16,136,0.0,91.0,76.23076923076923,86,3041.73
GHM00065453,HO,2011-05-16,2011,5,16,136,0.0,91.0,76.3076923076923,87,3041.73
GHM00065432,WENCHI,2011-05-16,2011,5,16,136,0.0,93.0,76.38461538461539,86,3041.73
GHM00065465,AXIM,2011-05-16,2011,5,16,136,0.0,88.0,76.46153846153847,84,3041.73
GHM00065445,SEFWI BEKWAI,2011-05-16,2011,5,16,136,0.0,94.0,76.53846153846153,87,3041.73
GHM00065467,TAKORADI,2011-05-16,2011,5,16,136,0.0,89.0,76.61538461538461,84,3041.73
GHM00065457,AKIM ODA,2011-05-16,2011,5,16,136,0.0,90.0,76.6923076923077,86,3041.73
GHM00065459,KOFORIDUA,2011-05-16,2011,5,16,136,0.0,92.0,76.76923076923077,85,3041.73
GHM00065439,SUNYANI,2011-05-16,2011,5,16,136,0.0,92.0,76.84615384615384,86,3041.73
GHM00065472,KOTOKA INTERNATIONAL,2011-05-17,2011,5,17,137,0.0,92.5,76.92307692307692,85,3018.24
GHM00065442,KUMASI,2011-05-17,2011,5,17,137,0.0,93.0,77.0,82,3018.24
GHM00065432,WENCHI,2011-05-17,2011,5,17,137,0.0,97.0,79.0,86,3018.24
GHM00065465,AXIM,2011-05-17,2011,5,17,137,0.0,89.0,81.0,84,3018.24
GHM00065445,SEFWI BEKWAI,2011-05-17,2011,5,17,137,0.0,89.5,78.0,83,3018.24
GHM00065467,TAKORADI,2011-05-17,2011,5,17,137,0.0,90.0,79.0,83,3018.24
GHM00065457,AKIM ODA,2011-05-17,2011,5,17,137,0.0,92.0,78.5,82,3018.24
GHM00065459,KOFORIDUA,2011-05-17,2011,5,17,137,0.0,92.0,78.0,82,3018.24
GHM00065439,SUNYANI,2011-05-17,2011,5,17,137,0.0,91.0,74.5,82,3018.24
GHM00065439,SUNYANI,2011-05-18,2011,5,18,138,0.0,87.0,71.0,79,3032.51
GHM00065459,KOFORIDUA,2011-05-18,2011,5,18,138,0.0,92.0,76.0,83,3032.51
GHM00065472,KOTOKA INTERNATIONAL,2011-05-18,2011,5,18,138,0.0,91.75,73.5,85,3032.51
GHM00065442,KUMASI,2011-05-18,2011,5,18,138,0.08,91.5,71.0,80,3032.51
GHM00065453,HO,2011-05-18,2011,5,18,138,0.35,91.25,73.0,82,3032.51
GHM00065457,AKIM ODA,2011-05-18,2011,5,18,138,0.28,91.0,78.0,83,3032.51
GHM00065432,WENCHI,2011-05-18,2011,5,18,138,0.47,93.5,77.27272727272727,80,3032.51
GHM00065465,AXIM,2011-05-18,2011,5,18,138,0.0,96.0,76.54545454545455,83,3032.51
GHM00065472,KOTOKA INTERNATIONAL,2011-05-19,2011,5,19,139,0.0,93.5,75.81818181818181,80,3027.57
GHM00065442,KUMASI,2011-05-19,2011,5,19,139,0.0,91.0,75.0909090909091,83,3027.57
GHM00065432,WENCHI,2011-05-19,2011,5,19,139,0.0,90.0,74.36363636363636,83,3027.57
GHM00065445,SEFWI BEKWAI,2011-05-19,2011,5,19,139,0.0,90.0,73.63636363636364,84,3027.57
GHM00065467,TAKORADI,2011-05-19,2011,5,19,139,0.0,86.0,72.9090909090909,78,3027.57
GHM00065457,AKIM ODA,2011-05-19,2011,5,19,139,0.0,82.0,72.18181818181819,80,3027.57
GHM00065459,KOFORIDUA,2011-05-19,2011,5,19,139,0.0,84.66666666666667,71.45454545454545,81,3027.57
GHM00065439,SUNYANI,2011-05-19,2011,5,19,139,0.0,87.33333333333333,70.72727272727272,82,3027.57
GHM00065439,SUNYANI,2011-05-20,2011,5,20,140,0.03,90.0,70.0,81,2956.55
GHM00065453,HO,2011-05-20,2011,5,20,140,0.0,90.0,74.0,88,2956.55
GHM00065432,WENCHI,2011-05-20,2011,5,20,140,0.0,90.0,73.66666666666667,83,2956.55
GHM00065465,AXIM,2011-05-20,2011,5,20,140,0.0,88.0,73.33333333333333,84,2956.55
GHM00065445,SEFWI BEKWAI,2011-05-20,2011,5,20,140,0.0,94.0,73.0,82,2956.55
GHM00065467,TAKORADI,2011-05-20,2011,5,20,140,0.0,88.0,71.0,81,2956.55
GHM00065459,KOFORIDUA,2011-05-20,2011,5,20,140,0.0,91.0,71.0,81,2956.55
GHM00065472,KOTOKA INTERNATIONAL,2011-05-20,2011,5,20,140,0.0,90.77777777777777,71.5,82,2956.55
GHM00065442,KUMASI,2011-05-20,2011,5,20,140,0.0,90.55555555555556,72.0,80,2956.55
GHM00065442,KUMASI,2011-05-23,2011,5,23,143,0.0,90.33333333333333,72.0,78,2906.05
GHM00065472,KOTOKA INTERNATIONAL,2011-05-23,2011,5,23,143,0.0,90.11111111111111,71.66666666666667,81,2906.05
GHM00065432,WENCHI,2011-05-23,2011,5,23,143,0.0,89.88888888888889,71.33333333333333,78,2906.05
GHM00065445,SEFWI BEKWAI,2011-05-23,2011,5,23,143,0.0,89.66666666666667,71.0,80,2906.05
GHM00065467,TAKORADI,2011-05-23,2011,5,23,143,0.0,89.44444444444444,72.5,83,2906.05
GHM00065457,AKIM ODA,2011-05-23,2011,5,23,143,0.02,89.22222222222223,74.0,79,2906.05
GHM00065459,KOFORIDUA,2011-05-23,2011,5,23,143,0.0,89.0,71.0,80,2906.05
GHM00065439,SUNYANI,2011-05-23,2011,5,23,143,0.0,87.0,68.0,79,2906.05
GHM00065453,HO,2011-05-23,2011,5,23,143,0.0,88.0,75.0,84,2906.05
GHM00065465,AXIM,2011-05-23,2011,5,23,143,0.08,89.0,76.0,83,2906.05
GHM00065445,SEFWI BEKWAI,2011-05-24,2011,5,24,144,1.1,93.0,75.0,82,2919.01
GHM00065472,KOTOKA INTERNATIONAL,2011-05-24,2011,5,24,144,2.09,92.66666666666667,74.66666666666667,82,2919.01
GHM00065442,KUMASI,2011-05-24,2011,5,24,144,0.0,92.33333333333333,74.33333333333333,81,2919.01
GHM00065453,HO,2011-05-24,2011,5,24,144,0.0,92.0,74.0,86,2919.01
GHM00065432,WENCHI,2011-05-24,2011,5,24,144,0.0,90.5,72.66666666666667,84,2919.01
GHM00065465,AXIM,2011-05-24,2011,5,24,144,0.0,89.0,71.33333333333333,84,2919.01
GHM00065439,SUNYANI,2011-05-24,2011,5,24,144,0.0,90.0,70.0,80,2919.01
GHM00065459,KOFORIDUA,2011-05-24,2011,5,24,144,0.0,91.0,72.5,83,2919.01
GHM00065467,TAKORADI,2011-05-24,2011,5,24,144,0.0,89.0,75.0,82,2919.01
GHM00065457,AKIM ODA,2011-05-24,2011,5,24,144,0.0,91.0,72.0,81,2919.01
GHM00065472,KOTOKA INTERNATIONAL,2011-05-25,2011,5,25,145,0.0,91.66666666666667,71.5,81,3004.12
GHM00065439,SUNYANI,2011-05-25,2011,5,25,145,0.0,92.33333333333333,71.0,83,3004.12
GHM00065442,KUMASI,2011-05-25,2011,5,25,145,0.0,93.0,75.0,82,3004.12
GHM00065432,WENCHI,2011-05-25,2011,5,25,145,0.0,93.0,77.0,83,3004.12
GHM00065465,AXIM,2011-05-25,2011,5,25,145,0.02,93.5,79.0,82,3004.12
GHM00065445,SEFWI BEKWAI,2011-05-25,2011,5,25,145,0.0,94.0,80.0,87,3004.12
GHM00065467,TAKORADI,2011-05-25,2011,5,25,145,0.0,89.0,81.0,85,3004.12
GHM00065457,AKIM ODA,2011-05-25,2011,5,25,145,0.04,88.8,73.0,80,3004.12
GHM00065459,KOFORIDUA,2011-05-25,2011,5,25,145,0.0,88.6,75.0,81,3004.12
GHM00065472,KOTOKA INTERNATIONAL,2011-05-26,2011,5,26,146,0.0,88.4,74.76923076923077,80,3041.28
GHM00065472,KOTOKA INTERNATIONAL,2011-05-27,2011,5,27,147,0.0,88.2,74.53846153846153,82,3003.71
GHM00065465,AXIM,2011-05-27,2011,5,27,147,0.0,88.0,74.3076923076923,84,3003.71
GHM00065439,SUNYANI,2011-05-27,2011,5,27,147,0.0,87.0,74.07692307692308,83,3003.71
GHM00065465,AXIM,2011-05-31,2011,5,31,151,0.0,85.0,73.84615384615384,80,3037.63
GHM00065442,KUMASI,2011-05-31,2011,5,31,151,0.0,86.5,73.61538461538461,80,3037.63
GHM00065459,KOFORIDUA,2011-05-31,2011,5,31,151,0.0,88.0,73.38461538461539,82,3037.63
GHM00065467,TAKORADI,2011-05-31,2011,5,31,151,0.0,87.57142857142857,73.15384615384616,84,3037.63
GHM00065472,KOTOKA INTERNATIONAL,2011-05-31,2011,5,31,151,0.0,87.14285714285714,72.92307692307692,79,3037.63
GHM00065439,SUNYANI,2011-05-31,2011,5,31,151,0.0,86.71428571428571,72.6923076923077,81,3037.63
GHM00065472,KOTOKA INTERNATIONAL,2011-06-01,2011,6,1,152,0.0,86.28571428571429,72.46153846153847,79,2989.21
GHM00065453,HO,2011-06-01,2011,6,1,152,0.0,85.85714285714286,72.23076923076923,83,2989.21
GHM00065432,WENCHI,2011-06-01,2011,6,1,152,0.55,85.42857142857143,72.0,80,2989.21
GHM00065465,AXIM,2011-06-01,2011,6,1,152,0.12,85.0,73.0,76,2989.21
GHM00065445,SEFWI BEKWAI,2011-06-01,2011,6,1,152,0.0,86.66666666666667,74.0,79,2989.21
GHM00065467,TAKORADI,2011-06-01,2011,6,1,152,0.04,88.33333333333333,75.0,81,2989.21
GHM00065459,KOFORIDUA,2011-06-01,2011,6,1,152,0.0,90.0,74.0,81,2989.21
GHM00065439,SUNYANI,2011-06-01,2011,6,1,152,0.0,89.0,71.0,80,2989.21
GHM00065442,KUMASI,2011-06-01,2011,6,1,152,0.0,90.5,73.0,79,2989.21
GHM00065459,KOFORIDUA,2011-06-02,2011,6,2,153,0.0,92.0,73.0,83,2939.26
GHM00065457,AKIM ODA,2011-06-02,2011,6,2,153,0.0,91.0,74.0,82,2939.26
GHM00065467,TAKORADI,2011-06-02,2011,6,2,153,0.28,90.0,75.0,81,2939.26
GHM00065442,KUMASI,2011-06-02,2011,6,2,153,0.0,89.0,74.0,80,2939.26
GHM00065432,WENCHI,2011-06-02,2011,6,2,153,0.0,88.0,73.0,82,2939.26
GHM00065472,KOTOKA INTERNATIONAL,2011-06-02,2011,6,2,153,0.0,87.0,72.0,82,2939.26
GHM00065465,AXIM,2011-06-02,2011,6,2,153,0.0,86.0,71.0,81,2939.26
GHM00065439,SUNYANI,2011-06-02,2011,6,2,153,0.0,91.0,70.0,81,2939.26
GHM00065439,SUNYANI,2011-06-03,2011,6,3,154,0.0,90.4,71.0,79,2924.56
GHM00065459,KOFORIDUA,2011-06-03,2011,6,3,154,0.0,89.8,74.0,79,2924.56
GHM00065465,AXIM,2011-06-03,2011,6,3,154,0.24,89.2,77.0,79,2924.56
GHM00065472,KOTOKA INTERNATIONAL,2011-06-03,2011,6,3,154,0.0,88.6,77.0,80,2924.56
GHM00065467,TAKORADI,2011-06-06,2011,6,6,157,0.0,88.0,77.0,82,2918.48
GHM00065472,KOTOKA INTERNATIONAL,2011-06-06,2011,6,6,157,0.0,89.0,75.0,83,2918.48
GHM00065442,KUMASI,2011-06-06,2011,6,6,157,0.0,90.0,73.0,81,2918.48
GHM00065432,WENCHI,2011-06-06,2011,6,6,157,0.0,88.0,73.66666666666667,80,2918.48
GHM00065465,AXIM,2011-06-06,2011,6,6,157,0.0,87.0,74.33333333333333,80,2918.48
GHM00065445,SEFWI BEKWAI,2011-06-06,2011,6,6,157,0.02,93.0,75.0,82,2918.48
GHM00065459,KOFORIDUA,2011-06-06,2011,6,6,157,0.0,91.0,75.0,80,2918.48
GHM00065439,SUNYANI,2011-06-06,2011,6,6,157,0.0,89.0,71.0,80,2918.48
GHM00065459,KOFORIDUA,2011-06-07,2011,6,7,158,0.0,88.33333333333333,71.5,79,2938.39
GHM00065439,SUNYANI,2011-06-07,2011,6,7,158,0.0,87.66666666666667,72.0,80,2938.39
GHM00065457,AKIM ODA,2011-06-07,2011,6,7,158,0.12,87.0,72.75,80,2938.39
GHM00065467,TAKORADI,2011-06-07,2011,6,7,158,0.0,86.33333333333333,73.5,83,2938.39
GHM00065445,SEFWI BEKWAI,2011-06-07,2011,6,7,158,0.0,85.66666666666667,74.25,83,2938.39
GHM00065442,KUMASI,2011-06-07,2011,6,7,158,0.0,85.0,75.0,78,2938.39
GHM00065432,WENCHI,2011-06-07,2011,6,7,158,0.0,84.33333333333333,75.75,81,2938.39
GHM00065453,HO,2011-06-07,2011,6,7,158,0.0,83.66666666666667,76.5,79,2938.39
GHM00065472,KOTOKA INTERNATIONAL,2011-06-07,2011,6,7,158,0.0,83.0,77.25,82,2938.39
GHM00065465,AXIM,2011-06-07,2011,6,7,158,0.0,82.33333333333333,78.0,81,2938.39
GHM00065445,SEFWI BEKWAI,2011-06-08,2011,6,8,159,0.0,81.66666666666667,77.0,79,2957.05
GHM00065439,SUNYANI,2011-06-08,2011,6,8,159,0.0,81.0,76.0,76,2957.05
GHM00065465,AXIM,2011-06-08,2011,6,8,159,0.0,86.0,75.0,79,2957.05
GHM00065467,TAKORADI,2011-06-08,2011,6,8,159,0.0,88.0,74.0,80,2957.05
GHM00065453,HO,2011-06-08,2011,6,8,159,0.0,84.0,73.0,80,2957.05
GHM00065472,KOTOKA INTERNATIONAL,2011-06-08,2011,6,8,159,0.0,84.0,72.0,80,2957.05
GHM00065432,WENCHI,2011-06-08,2011,6,8,159,0.0,84.0,71.0,74,2957.05
GHM00065439,SUNYANI,2011-06-09,2011,6,9,160,0.0,84.0,70.0,79,3037.51
GHM00065472,KOTOKA INTERNATIONAL,2011-06-09,2011,6,9,160,1.3,84.0,69.0,78,3037.51
GHM00065442,KUMASI,2011-06-09,2011,6,9,160,0.24,84.0,68.0,75,3037.51
GHM00065432,WENCHI,2011-06-09,2011,6,9,160,0.0,84.0,69.0,80,3037.51
GHM00065465,AXIM,2011-06-09,2011,6,9,160,0.0,82.0,70.0,79,3037.51
GHM00065445,SEFWI BEKWAI,2011-06-09,2011,6,9,160,1.1,83.0,71.0,77,3037.51
GHM00065467,TAKORADI,2011-06-09,2011,6,9,160,1.3,84.0,75.0,79,3037.51
GHM00065457,AKIM ODA,2011-06-09,2011,6,9,160,0.16,85.0,71.0,78,3037.51
GHM00065459,KOFORIDUA,2011-06-09,2011,6,9,160,0.0,87.0,71.33333333333333,79,3037.51
GHM00065472,KOTOKA INTERNATIONAL,2011-06-10,2011,6,10,161,0.01,89.0,71.66666666666667,81,3010.05
GHM00065453,HO,2011-06-10,2011,6,10,161,0.0,91.0,72.0,79,3010.05
GHM00065465,AXIM,2011-06-10,2011,6,10,161,0.0,85.0,72.5,82,3010.05
GHM00065445,SEFWI BEKWAI,2011-06-10,2011,6,10,161,0.0,88.0,73.0,79,3010.05
GHM00065457,AKIM ODA,2011-06-10,2011,6,10,161,0.0,91.0,74.0,81,3010.05
GHM00065459,KOFORIDUA,2011-06-10,2011,6,10,161,0.0,89.0,72.75,82,3010.05
GHM00065439,SUNYANI,2011-06-10,2011,6,10,161,0.0,81.0,71.5,78,3010.05
GHM00065432,WENCHI,2011-06-10,2011,6,10,161,0.0,81.0,70.25,76,3010.05
GHM00065439,SUNYANI,2011-06-13,2011,6,13,164,0.08,87.0,69.0,80,2993.42
GHM00065432,WENCHI,2011-06-13,2011,6,13,164,0.0,89.0,71.5,82,2993.42
GHM00065465,AXIM,2011-06-13,2011,6,13,164,2.44,86.0,74.0,80,2993.42
GHM00065445,SEFWI BEKWAI,2011-06-13,2011,6,13,164,0.43,90.0,72.0,81,2993.42
GHM00065467,TAKORADI,2011-06-13,2011,6,13,164,2.44,87.0,74.0,80,2993.42
GHM00065457,AKIM ODA,2011-06-13,2011,6,13,164,0.0,88.5,73.0,82,2993.42
GHM00065459,KOFORIDUA,2011-06-13,2011,6,13,164,0.35,90.0,72.0,79,2993.42
GHM00065442,KUMASI,2011-06-13,2011,6,13,164,0.0,88.0,70.0,78,2993.42
GHM00065453,HO,2011-06-13,2011,6,13,164,0.08,87.4,73.0,82,2993.42
GHM00065472,KOTOKA INTERNATIONAL,2011-06-13,2011,6,13,164,0.43,86.8,72.7,79,2993.42
GHM00065472,KOTOKA INTERNATIONAL,2011-06-14,2011,6,14,165,0.0,86.2,72.4,76,3020.86
GHM00065472,KOTOKA INTERNATIONAL,2011-06-15,2011,6,15,166,0.0,85.6,72.1,81,3017.29
GHM00065432,WENCHI,2011-06-16,2011,6,16,167,0.0,85.0,71.8,78,2938.12
GHM00065445,SEFWI BEKWAI,2011-06-16,2011,6,16,167,0.0,89.0,71.5,83,2938.12
GHM00065459,KOFORIDUA,2011-06-16,2011,6,16,167,0.0,85.0,71.2,80,2938.12
GHM00065439,SUNYANI,2011-06-16,2011,6,16,167,0.0,84.0,70.9,77,2938.12
GHM00065472,KOTOKA INTERNATIONAL,2011-06-16,2011,6,16,167,0.0,84.0,70.6,80,2938.12
GHM00065442,KUMASI,2011-06-16,2011,6,16,167,0.0,84.0,70.3,79,2938.12
GHM00065439,SUNYANI,2011-06-17,2011,6,17,168,0.35,84.66666666666667,70.0,78,2966.01
GHM00065459,KOFORIDUA,2011-06-17,2011,6,17,168,0.0,85.33333333333333,74.0,80,2966.01
GHM00065472,KOTOKA INTERNATIONAL,2011-06-17,2011,6,17,168,0.0,86.0,74.0,80,2966.01
GHM00065442,KUMASI,2011-06-17,2011,6,17,168,0.0,86.66666666666667,74.0,78,2966.01
GHM00065453,HO,2011-06-17,2011,6,17,168,0.0,87.33333333333333,74.0,80,2966.01
GHM00065432,WENCHI,2011-06-17,2011,6,17,168,0.08,88.0,76.0,80,2966.01
GHM00065465,AXIM,2011-06-17,2011,6,17,168,0.08,87.8,78.0,81,2966.01
GHM00065445,SEFWI BEKWAI,2011-06-17,2011,6,17,168,0.0,87.6,76.0,81,2966.01
GHM00065467,TAKORADI,2011-06-17,2011,6,17,168,0.0,87.4,78.0,82,2966.01
GHM00065472,KOTOKA INTERNATIONAL,2011-06-20,2011,6,20,171,0.0,87.2,75.0,81,3018.87
GHM00065442,KUMASI,2011-06-20,2011,6,20,171,0.0,87.0,72.0,81,3018.87
GHM00065467,TAKORADI,2011-06-20,2011,6,20,171,0.0,85.0,72.14285714285714,82,3018.87
GHM00065432,WENCHI,2011-06-20,2011,6,20,171,0.12,89.0,72.28571428571429,82,3018.87
GHM00065439,SUNYANI,2011-06-20,2011,6,20,171,0.0,89.66666666666667,72.42857142857143,82,3018.87
GHM00065465,AXIM,2011-06-20,2011,6,20,171,0.0,90.33333333333333,72.57142857142857,82,3018.87
GHM00065445,SEFWI BEKWAI,2011-06-20,2011,6,20,171,0.0,91.0,72.71428571428571,85,3018.87
GHM00065459,KOFORIDUA,2011-06-20,2011,6,20,171,0.0,90.0,72.85714285714286,84,3018.87
GHM00065453,HO,2011-06-20,2011,6,20,171,0.0,89.0,73.0,83,3018.87
GHM00065472,KOTOKA INTERNATIONAL,2011-06-21,2011,6,21,172,0.02,88.75,74.0,81,3068.7
GHM00065442,KUMASI,2011-06-21,2011,6,21,172,0.0,88.5,75.0,79,3068.7
GHM00065453,HO,2011-06-21,2011,6,21,172,0.0,88.25,76.0,81,3068.7
GHM00065432,WENCHI,2011-06-21,2011,6,21,172,0.0,88.0,76.0,78,3068.7
GHM00065445,SEFWI BEKWAI,2011-06-21,2011,6,21,172,0.0,87.75,76.0,80,3068.7
GHM00065467,TAKORADI,2011-06-21,2011,6,21,172,0.0,87.5,77.0,81,3068.7
GHM00065459,KOFORIDUA,2011-06-21,2011,6,21,172,0.0,87.25,76.33333333333333,80,3068.7
GHM00065472,KOTOKA INTERNATIONAL,2011-06-23,2011,6,23,174,0.0,87.0,75.66666666666667,80,3035.92
GHM00065472,KOTOKA INTERNATIONAL,2011-06-24,2011,6,24,175,0.0,86.75,75.0,77,3011.43
GHM00065472,KOTOKA INTERNATIONAL,2011-06-27,2011,6,27,178,0.51,86.5,74.33333333333333,78,3051.53
GHM00065472,KOTOKA INTERNATIONAL,2011-06-28,2011,6,28,179,0.0,86.25,73.66666666666667,80,3076.49
GHM00065442,KUMASI,2011-06-29,2011,6,29,180,0.08,86.0,73.0,78,3150.6
GHM00065453,HO,2011-06-29,2011,6,29,180,0.0,87.0,74.0,80,3150.6
GHM00065432,WENCHI,2011-06-29,2011,6,29,180,0.0,88.0,74.33333333333333,79,3150.6
GHM00065465,AXIM,2011-06-29,2011,6,29,180,0.0,89.0,74.66666666666667,81,3150.6
GHM00065445,SEFWI BEKWAI,2011-06-29,2011,6,29,180,0.04,90.0,75.0,81,3150.6
GHM00065467,TAKORADI,2011-06-29,2011,6,29,180,0.0,85.0,77.0,81,3150.6
GHM00065459,KOFORIDUA,2011-06-29,2011,6,29,180,0.0,85.0,76.6,80,3150.6
GHM00065439,SUNYANI,2011-06-29,2011,6,29,180,0.0,89.0,76.2,80,3150.6
GHM00065472,KOTOKA INTERNATIONAL,2011-06-29,2011,6,29,180,0.47,87.0,75.8,79,3150.6
GHM00065459,KOFORIDUA,2011-06-30,2011,6,30,181,0.0,85.0,75.4,79,3193.97
GHM00065445,SEFWI BEKWAI,2011-06-30,2011,6,30,181,0.12,88.0,75.0,79,3193.97
GHM00065472,KOTOKA INTERNATIONAL,2011-06-30,2011,6,30,181,0.0,86.5,73.5,78,3193.97
GHM00065442,KUMASI,2011-06-30,2011,6,30,181,0.0,85.0,72.0,79,3193.97
GHM00065453,HO,2011-06-30,2011,6,30,181,0.04,84.5,74.0,79,3193.97
GHM00065432,WENCHI,2011-06-30,2011,6,30,181,0.0,84.0,74.0,78,3193.97
GHM00065472,KOTOKA INTERNATIONAL,2011-07-01,2011,7,1,182,0.12,84.5,74.0,80,3209.14
GHM00065442,KUMASI,2011-07-01,2011,7,1,182,0.0,85.0,74.0,79,3209.14
GHM00065453,HO,2011-07-01,2011,7,1,182,0.28,85.0,74.0,81,3209.14
GHM00065432,WENCHI,2011-07-01,2011,7,1,182,0.0,83.0,75.5,78,3209.14
GHM00065465,AXIM,2011-07-01,2011,7,1,182,0.04,85.0,77.0,80,3209.14
GHM00065445,SEFWI BEKWAI,2011-07-01,2011,7,1,182,0.02,88.0,75.0,80,3209.14
GHM00065467,TAKORADI,2011-07-01,2011,7,1,182,0.0,84.0,77.0,81,3209.14
GHM00065459,KOFORIDUA,2011-07-01,2011,7,1,182,0.0,85.0,73.0,79,3209.14
GHM00065439,SUNYANI,2011-07-01,2011,7,1,182,0.47,83.0,67.0,78,3209.14
GHM00065472,KOTOKA INTERNATIONAL,2011-07-04,2011,7,4,185,0.0,83.0,70.5,78,3237.33
GHM00065465,AXIM,2011-07-05,2011,7,5,186,0.0,83.0,74.0,80,3265.77
GHM00065472,KOTOKA INTERNATIONAL,2011-07-05,2011,7,5,186,0.0,83.5,72.0,79,3265.77
GHM00065439,SUNYANI,2011-07-05,2011,7,5,186,0.04,84.0,70.0,80,3265.77
GHM00065459,KOFORIDUA,2011-07-05,2011,7,5,186,0.0,87.0,70.66666666666667,82,3265.77
GHM00065472,KOTOKA INTERNATIONAL,2011-07-06,2011,7,6,187,0.0,86.0,71.33333333333333,80,3227.13
GHM00065442,KUMASI,2011-07-06,2011,7,6,187,0.0,85.0,72.0,78,3227.13
GHM00065453,HO,2011-07-06,2011,7,6,187,0.16,84.5,71.0,78,3227.13
GHM00065432,WENCHI,2011-07-06,2011,7,6,187,0.0,84.0,72.5,78,3227.13
