date,precipitation,avg_temp,max_temp,min_temp,year_month
1990-01-01,,80.0,91.0,76.0,1990-01
1990-01-02,,81.0,92.0,,1990-01
1990-01-03,,82.0,,,1990-01
1990-01-04,,81.0,,75.0,1990-01
1990-01-05,0.0,79.0,89.0,75.0,1990-01
1990-01-06,,83.0,90.0,,1990-01
1990-01-07,,82.0,,78.0,1990-01
1990-01-08,,82.0,,75.0,1990-01
1990-01-09,,79.0,,75.0,1990-01
1990-01-10,0.0,82.0,,75.0,1990-01
1990-01-11,,83.0,,76.0,1990-01
1990-01-12,,81.0,,75.0,1990-01
1990-01-13,,81.0,,,1990-01
1990-01-14,,83.0,,76.0,1990-01
1990-01-15,,80.0,91.0,,1990-01
1990-01-16,,81.0,,78.0,1990-01
1990-01-17,,82.0,88.0,76.0,1990-01
1990-01-18,,85.0,90.0,,1990-01
1990-01-19,0.0,82.5,,77.0,1990-01
1990-01-20,,84.0,90.0,77.0,1990-01
1990-01-21,,83.0,,75.0,1990-01
1990-01-22,0.39,83.0,,78.0,1990-01
1990-01-24,,80.0,89.0,75.0,1990-01
1990-01-25,,78.0,,71.0,1990-01
1990-01-26,,80.0,,,1990-01
1990-01-27,,82.0,,73.0,1990-01
1990-01-28,,81.0,,76.0,1990-01
1990-01-29,,81.0,,72.0,1990-01
1990-01-30,,82.0,,76.0,1990-01
1990-01-31,,81.0,92.0,76.0,1990-01
1990-02-01,,83.0,,78.0,1990-02
1990-02-02,,83.0,,79.0,1990-02
1990-02-03,,81.0,90.0,78.0,1990-02
1990-02-04,,83.0,92.0,,1990-02
1990-02-05,,83.0,,77.0,1990-02
1990-02-06,,84.0,,,1990-02
1990-02-07,,83.0,91.0,76.0,1990-02
1990-02-08,,81.0,,,1990-02
1990-02-09,,81.0,,,1990-02
1990-02-10,,79.0,,74.0,1990-02
1990-02-11,,85.0,92.0,,1990-02
1990-02-12,,85.0,,76.0,1990-02
1990-02-13,,82.0,94.0,,1990-02
1990-02-14,,81.0,,,1990-02
1990-02-15,,84.0,,76.0,1990-02
1990-02-16,,86.0,,,1990-02
1990-02-17,,82.0,,76.0,1990-02
1990-02-18,0.01,83.0,,79.0,1990-02
1990-02-19,0.53,74.5,86.5,68.0,1990-02
1990-02-20,0.2,76.0,89.0,70.0,1990-02
1990-02-21,0.0,82.0,,75.0,1990-02
1990-02-22,,82.0,,,1990-02
1990-02-23,,81.0,,,1990-02
1990-02-24,0.29,79.33333,93.0,72.5,1990-02
1990-02-25,0.0,84.0,92.0,74.0,1990-02
1990-02-26,,85.0,92.0,,1990-02
1990-02-27,0.0,85.0,,75.0,1990-02
1990-02-28,,83.0,,76.0,1990-02
1990-03-01,0.0,81.33333,93.33333,74.0,1990-03
1990-03-02,,83.0,,78.0,1990-03
1990-03-03,,82.0,,79.0,1990-03
1990-03-04,,84.0,,,1990-03
1990-03-05,,85.0,,77.0,1990-03
1990-03-06,,87.0,,,1990-03
1990-03-07,,84.0,,78.0,1990-03
1990-03-08,,85.0,,77.0,1990-03
1990-03-09,,85.0,92.0,78.0,1990-03
1990-03-10,,87.0,,78.0,1990-03
1990-03-11,,87.0,,78.0,1990-03
1990-03-12,0.0,84.5,93.66667,74.0,1990-03
1990-03-13,,85.0,,78.0,1990-03
1990-03-14,,85.0,,,1990-03
1990-03-15,,87.0,,79.0,1990-03
1990-03-16,0.0,85.5,96.0,,1990-03
1990-03-17,0.0,88.0,100.0,,1990-03
1990-03-18,,85.0,,,1990-03
1990-03-19,,81.0,,,1990-03
1990-03-20,,86.0,94.0,,1990-03
1990-03-21,,84.0,,,1990-03
1990-03-22,,82.0,,79.0,1990-03
1990-03-23,,84.0,,79.0,1990-03
1990-03-24,,85.0,93.0,79.0,1990-03
1990-03-25,,85.0,,80.0,1990-03
1990-03-26,,87.0,,80.0,1990-03
1990-03-27,0.0,84.75,95.75,77.0,1990-03
1990-03-28,,84.0,92.0,77.5,1990-03
1990-03-29,0.0,85.0,93.0,80.0,1990-03
1990-03-30,0.614,83.33333,96.0,72.5,1990-03
1990-03-31,0.08,85.0,,71.0,1990-03
1990-04-01,0.0,82.5,,78.0,1990-04
1990-04-02,0.08,78.0,,75.0,1990-04
1990-04-03,0.78667,80.25,94.0,72.0,1990-04
1990-04-04,0.0,82.0,92.0,,1990-04
1990-04-05,,82.0,,,1990-04
1990-04-06,,85.0,92.0,,1990-04
1990-04-07,,83.0,90.0,,1990-04
1990-04-08,0.0,84.0,90.0,78.0,1990-04
1990-04-09,,81.0,,,1990-04
1990-04-11,,84.0,,,1990-04
1990-04-12,,85.0,92.0,78.0,1990-04
1990-04-13,0.84,83.25,93.25,74.66667,1990-04
1990-04-14,,85.0,94.0,78.0,1990-04
1990-04-15,,85.0,94.0,,1990-04
1990-04-16,,81.0,,,1990-04
1990-04-17,,80.0,90.0,,1990-04
1990-04-18,0.0,83.66667,93.66667,76.66667,1990-04
1990-04-19,0.02,81.33333,92.66667,76.0,1990-04
1990-04-20,0.72333,78.66667,85.0,74.0,1990-04
1990-04-21,,84.0,92.0,75.0,1990-04
1990-04-22,,86.0,92.0,78.0,1990-04
1990-04-23,1.57,78.0,,72.0,1990-04
1990-04-24,1.18,80.33333,90.33333,71.0,1990-04
1990-04-25,0.24,79.0,,72.0,1990-04
1990-04-26,0.04,80.0,,73.0,1990-04
1990-04-27,0.0,83.0,90.0,70.0,1990-04
1990-04-28,,83.0,90.0,76.0,1990-04
1990-04-29,0.12,82.0,,,1990-04
1990-04-30,0.0,81.0,90.0,78.0,1990-04
1990-05-01,0.63,81.0,87.0,72.0,1990-05
1990-05-02,0.0,81.0,,77.0,1990-05
1990-05-03,,84.0,90.0,77.0,1990-05
1990-05-04,,75.0,,,1990-05
1990-05-05,0.35,78.0,,71.0,1990-05
1990-05-06,0.14,77.5,87.5,71.0,1990-05
1990-05-07,0.67,81.0,,72.0,1990-05
1990-05-08,0.0,84.0,,,1990-05
1990-05-09,0.32,82.0,90.0,73.33333,1990-05
1990-05-10,0.395,82.66667,,75.0,1990-05
1990-05-11,0.3,82.16667,,74.4,1990-05
1990-05-12,,85.0,,77.0,1990-05
1990-05-13,0.0,81.66667,90.0,77.0,1990-05
1990-05-14,0.0,82.0,,77.0,1990-05
1990-05-15,0.01,76.0,,,1990-05
1990-05-16,1.1,80.0,,71.0,1990-05
1990-05-17,0.0,83.0,,,1990-05
1990-05-18,,82.0,,,1990-05
1990-05-19,,83.0,89.0,77.0,1990-05
1990-05-20,,80.75,90.25,75.66667,1990-05
1990-05-21,,78.5,84.5,74.75,1990-05
1990-05-22,0.02667,80.66667,92.0,74.0,1990-05
1990-05-23,,84.0,,,1990-05
1990-05-24,,83.0,,68.0,1990-05
1990-05-25,,81.66667,,75.5,1990-05
1990-05-26,0.14,78.0,,74.66667,1990-05
1990-05-27,0.0,83.0,92.0,73.5,1990-05
1990-05-28,,80.0,87.0,,1990-05
1990-05-29,0.0725,79.25,89.25,72.5,1990-05
1990-05-30,0.45667,80.5,90.25,74.0,1990-05
1990-05-31,0.08,81.25,90.0,74.5,1990-05
1990-06-01,0.0,84.0,90.0,75.5,1990-06
1990-06-02,,82.0,,,1990-06
1990-06-03,0.02,81.0,88.0,74.5,1990-06
1990-06-04,0.0,82.0,,76.0,1990-06
1990-06-05,0.0,82.0,88.5,74.0,1990-06
1990-06-06,0.0,81.0,91.0,77.0,1990-06
1990-06-07,0.0,82.0,,,1990-06
1990-06-08,,81.0,,76.0,1990-06
1990-06-09,,81.0,,,1990-06
1990-06-10,,83.0,,76.0,1990-06
1990-06-11,,83.0,,,1990-06
1990-06-12,0.52667,79.33333,,70.0,1990-06
1990-06-13,0.01667,80.75,,75.33333,1990-06
1990-06-14,0.39,78.0,,75.0,1990-06
1990-06-15,0.2775,80.4,87.5,74.8,1990-06
1990-06-16,0.0,80.0,87.0,76.0,1990-06
1990-06-17,,83.0,,,1990-06
1990-06-18,0.0,82.0,87.0,75.0,1990-06
1990-06-19,,81.0,,,1990-06
1990-06-20,,80.0,,,1990-06
1990-06-21,,79.0,,74.0,1990-06
1990-06-22,,80.0,,,1990-06
1990-06-23,0.0,82.0,,75.0,1990-06
1990-06-24,,77.0,,,1990-06
1990-06-25,0.63,79.0,83.0,74.0,1990-06
1990-06-26,0.53,80.0,,73.0,1990-06
1990-06-27,0.08,75.0,78.0,73.0,1990-06
1990-06-28,0.16,76.0,,72.0,1990-06
1990-06-29,0.14,79.0,83.25,71.33333,1990-06
1990-06-30,0.0,78.0,,73.0,1990-06
1990-07-01,0.0,77.0,81.0,,1990-07
1990-07-02,,78.0,,,1990-07
1990-07-03,0.01,77.0,,71.0,1990-07
1990-07-04,0.0,77.5,,71.5,1990-07
1990-07-05,,78.0,,73.0,1990-07
1990-07-06,0.08,78.0,,74.0,1990-07
1990-07-07,0.12,77.4,80.0,74.5,1990-07
1990-07-08,0.2,76.0,,74.0,1990-07
1990-07-09,1.755,75.33333,81.33333,70.5,1990-07
1990-07-10,0.0,77.0,,74.0,1990-07
1990-07-11,,78.0,,73.0,1990-07
1990-07-12,,77.0,,73.0,1990-07
1990-07-13,0.0,75.0,,72.5,1990-07
1990-07-14,0.04,76.0,,72.0,1990-07
1990-07-15,0.06,76.5,81.33333,70.75,1990-07
1990-07-16,0.0,77.33333,82.66667,71.25,1990-07
1990-07-17,,76.0,80.0,73.5,1990-07
1990-07-18,0.04,76.0,,73.0,1990-07
1990-07-19,0.0,76.14286,81.33333,71.0,1990-07
1990-07-20,0.02,76.33333,,71.5,1990-07
1990-07-21,,77.0,,,1990-07
1990-07-22,,77.0,81.0,,1990-07
1990-07-23,,74.0,,,1990-07
1990-07-27,0.08,75.5,,71.25,1990-07
1990-07-28,,74.0,,,1990-07
1990-07-29,,76.0,,,1990-07
1990-07-31,,76.0,,71.66667,1990-07
1990-08-01,,74.5,82.66667,71.25,1990-08
1990-08-02,,75.0,,71.0,1990-08
1990-08-03,,74.0,,71.0,1990-08
1990-08-04,0.07,75.5,81.0,70.83333,1990-08
1990-08-05,,75.0,,72.0,1990-08
1990-08-06,0.0,75.375,84.0,70.8,1990-08
1990-08-07,,76.0,85.0,73.0,1990-08
1990-08-08,0.02,76.4,84.25,71.8,1990-08
1990-08-09,0.02,75.5,84.0,71.66667,1990-08
1990-08-10,,76.0,,,1990-08
1990-08-11,0.0,74.0,,72.0,1990-08
1990-08-12,,78.0,,71.0,1990-08
1990-08-13,,76.0,,,1990-08
1990-08-14,0.0,75.75,81.0,72.25,1990-08
1990-08-15,0.0,76.0,,,1990-08
1990-08-16,,74.0,81.0,,1990-08
1990-08-17,0.0,77.33333,84.5,71.0,1990-08
1990-08-18,0.02,74.16667,83.0,71.33333,1990-08
1990-08-19,,77.0,,71.0,1990-08
1990-08-20,,77.0,,,1990-08
1990-08-21,,77.0,84.0,,1990-08
1990-08-22,0.0,75.0,,72.0,1990-08
1990-08-23,,76.5,,73.0,1990-08
1990-08-24,,79.66667,87.0,71.66667,1990-08
1990-08-25,0.0,77.5,,72.33333,1990-08
1990-08-26,0.0,76.0,81.66667,72.0,1990-08
1990-08-27,0.0,77.0,,73.0,1990-08
1990-08-28,,76.0,83.0,,1990-08
1990-08-29,0.005,75.66667,84.0,73.0,1990-08
1990-08-30,0.28,76.66667,86.0,71.0,1990-08
1990-08-31,,80.0,85.0,,1990-08
1990-09-01,,80.0,,74.0,1990-09
1990-09-02,,77.0,,,1990-09
1990-09-03,0.1225,75.25,81.75,72.0,1990-09
1990-09-04,0.0,79.0,84.0,,1990-09
1990-09-05,0.0,75.33333,81.6,71.33333,1990-09
1990-09-06,,78.0,,73.0,1990-09
1990-09-07,,78.0,,,1990-09
1990-09-08,,78.0,85.0,,1990-09
1990-09-09,0.51333,79.66667,87.0,71.83333,1990-09
1990-09-10,,78.0,,75.0,1990-09
1990-09-11,0.0,77.0,,74.0,1990-09
1990-09-12,,77.5,83.0,,1990-09
1990-09-13,,78.0,85.0,,1990-09
1990-09-22,,80.0,87.0,,1990-09
1990-09-23,0.06,79.0,89.0,73.33333,1990-09
1990-09-24,,81.0,,,1990-09
1990-09-25,0.235,78.25,85.33333,70.25,1990-09
1990-09-26,0.47,77.0,,,1990-09
1990-09-27,0.0,78.0,,72.0,1990-09
1990-09-28,,77.75,,73.5,1990-09
1990-09-29,,79.16667,86.6,,1990-09
1990-09-30,0.39,76.0,,70.6,1990-09
1990-10-01,0.0,81.0,,74.0,1990-10
1990-10-02,,78.0,,,1990-10
1990-10-03,,78.0,88.0,,1990-10
1990-10-04,,78.0,,75.0,1990-10
1990-10-05,0.01,78.66667,88.66667,73.66667,1990-10
1990-10-06,0.0,77.0,,73.0,1990-10
1990-10-07,0.51,79.0,86.0,,1990-10
1990-10-08,0.2,79.0,,,1990-10
1990-10-09,0.0,82.0,,75.0,1990-10
1990-10-10,0.0,81.0,,,1990-10
1990-10-11,0.21333,80.4,87.0,72.75,1990-10
1990-10-12,0.42,78.0,,73.5,1990-10
1990-10-13,0.0875,79.25,88.0,72.33333,1990-10
1990-10-14,0.04,76.5,,73.0,1990-10
1990-10-15,0.85,76.75,,70.0,1990-10
1990-10-16,0.305,79.375,86.8,72.14286,1990-10
1990-10-17,0.43333,77.6,84.4,73.75,1990-10
1990-10-18,,77.0,,,1990-10
1990-10-19,0.16,80.0,89.0,71.0,1990-10
1990-10-20,,82.0,,,1990-10
1990-10-21,,82.0,,,1990-10
1990-10-22,,78.6,,73.4,1990-10
1990-10-23,,83.0,88.0,,1990-10
1990-10-24,,83.0,90.0,,1990-10
1990-10-25,0.08,83.0,,71.0,1990-10
1990-10-26,0.0,79.66667,,74.5,1990-10
1990-10-27,,81.0,,74.0,1990-10
1990-10-28,,82.0,,,1990-10
1990-10-29,,83.0,,,1990-10
1990-10-30,,83.0,,76.0,1990-10
1990-10-31,,83.0,,,1990-10
1990-11-01,,83.0,,76.0,1990-11
1990-11-02,0.75,82.25,89.25,72.0,1990-11
1990-11-03,0.0,79.8,,73.8,1990-11
1990-11-04,,82.0,91.0,,1990-11
1990-11-05,0.04,82.625,90.0,72.33333,1990-11
1990-11-06,,79.33333,,74.0,1990-11
1990-11-07,0.0,83.0,91.33333,74.0,1990-11
1990-11-08,,79.75,91.5,75.0,1990-11
1990-11-09,,82.0,,,1990-11
1990-11-10,0.49,81.0,87.14286,71.0,1990-11
1990-11-11,,81.0,,,1990-11
1990-11-12,0.02,83.0,,76.0,1990-11
1990-11-13,0.0,81.33333,90.33333,73.66667,1990-11
1990-11-14,,83.0,91.0,77.0,1990-11
1990-11-15,0.4075,81.4,89.0,72.75,1990-11
1990-11-16,0.28667,78.875,88.5,72.0,1990-11
1990-11-17,0.13,79.0,89.0,72.66667,1990-11
1990-11-18,0.0,83.0,,77.0,1990-11
1990-11-19,0.0,83.0,90.0,,1990-11
1990-11-20,,83.0,89.5,,1990-11
1990-11-21,0.02,80.66667,,73.25,1990-11
1990-11-22,,81.0,89.66667,72.5,1990-11
1990-11-23,,82.0,,76.0,1990-11
1990-11-24,,82.0,,,1990-11
1990-11-25,,83.0,,77.0,1990-11
1990-11-26,,84.0,,77.0,1990-11
1990-11-27,0.09333,80.2,,74.0,1990-11
1990-11-28,0.32667,79.75,88.75,73.0,1990-11
1990-11-29,0.195,79.33333,,74.0,1990-11
1990-11-30,,81.8,,75.6,1990-11
1990-12-01,,84.0,,78.0,1990-12
1990-12-02,0.04,81.5,90.6,73.75,1990-12
1990-12-03,0.16,81.5,,74.5,1990-12
1990-12-04,,83.0,90.0,77.0,1990-12
1990-12-05,,83.0,,,1990-12
1990-12-06,0.06667,83.33333,89.0,71.0,1990-12
1990-12-07,0.04,79.0,89.0,73.4,1990-12
1990-12-08,0.2,79.0,,74.5,1990-12
1990-12-09,0.0,83.0,,,1990-12
1990-12-10,0.0,80.0,,72.5,1990-12
1990-12-11,,81.0,,,1990-12
1990-12-12,,81.0,,74.33333,1990-12
1990-12-13,,78.0,,,1990-12
1990-12-14,,81.0,,,1990-12
1990-12-15,,78.66667,,73.33333,1990-12
1990-12-16,,82.0,,,1990-12
1990-12-17,0.83,80.0,88.0,70.0,1990-12
1990-12-18,0.0,82.6,,72.75,1990-12
1990-12-19,,82.0,,76.0,1990-12
1990-12-20,,85.0,,,1990-12
1990-12-21,,80.5,,75.0,1990-12
1990-12-22,,86.0,,,1990-12
1990-12-23,0.08,81.0,88.5,74.0,1990-12
1990-12-25,,84.0,,,1990-12
1990-12-26,,81.0,,73.0,1990-12
1990-12-27,0.0,78.8,87.0,68.0,1990-12
1990-12-28,,83.0,,73.0,1990-12
1990-12-29,,83.0,,,1990-12
1990-12-30,,81.0,,73.0,1990-12
1990-12-31,,79.0,88.0,65.0,1990-12
1991-01-01,,79.0,85.5,69.0,1991-01
1991-01-02,,81.0,,,1991-01
1991-01-03,,82.0,,72.0,1991-01
1991-01-04,0.0,81.33333,88.66667,67.0,1991-01
1991-01-05,,82.0,,,1991-01
1991-01-06,,83.0,91.0,,1991-01
1991-01-07,,83.0,,74.0,1991-01
1991-01-08,,81.0,91.0,72.5,1991-01
1991-01-09,,84.0,,76.0,1991-01
1991-01-10,,88.0,,,1991-01
1991-01-11,1.025,82.5,92.0,75.25,1991-01
1991-01-12,,84.5,,,1991-01
1991-01-13,,84.0,,77.0,1991-01
1991-01-14,,85.0,,,1991-01
1991-01-15,,84.0,,,1991-01
1991-01-16,,84.0,,78.0,1991-01
1991-01-17,,83.0,,78.0,1991-01
1991-01-18,,87.0,,,1991-01
1991-01-19,,84.0,,72.0,1991-01
1991-01-20,,85.0,,,1991-01
1991-01-21,,82.0,,,1991-01
1991-01-22,,84.0,90.0,,1991-01
1991-01-23,,83.0,,76.0,1991-01
1991-01-24,,82.0,,,1991-01
1991-01-25,,85.0,90.0,,1991-01
1991-01-26,,83.66667,90.33333,75.0,1991-01
1991-01-27,,84.0,,,1991-01
1991-01-28,,83.0,,,1991-01
1991-01-29,0.51,81.0,,71.0,1991-01
1991-01-30,0.0,84.0,,,1991-01
1991-01-31,,83.0,,,1991-01
1991-02-01,,84.0,,74.0,1991-02
1991-02-02,,85.0,90.0,78.0,1991-02
1991-02-03,,83.0,,76.0,1991-02
1991-02-04,,85.0,,,1991-02
1991-02-05,,83.0,,76.0,1991-02
1991-02-06,,82.0,,78.0,1991-02
1991-02-07,,82.0,,,1991-02
1991-02-08,,81.0,89.0,,1991-02
1991-02-09,,80.0,,76.0,1991-02
1991-02-10,0.0,82.0,96.0,73.0,1991-02
1991-02-11,,83.0,,77.0,1991-02
1991-02-12,0.0,82.0,,,1991-02
1991-02-13,,82.5,,72.0,1991-02
1991-02-14,,84.0,,68.0,1991-02
1991-02-15,,81.0,,77.0,1991-02
1991-02-16,,85.0,,78.0,1991-02
1991-02-17,,81.0,,79.0,1991-02
1991-02-18,0.0,84.0,,76.0,1991-02
1991-02-19,0.04,84.16667,,74.33333,1991-02
1991-02-20,0.14143,82.88889,92.14286,74.0,1991-02
1991-02-21,,81.0,,79.0,1991-02
1991-02-22,0.0,85.0,,76.0,1991-02
1991-02-23,,85.0,,79.0,1991-02
1991-02-26,,87.0,,76.0,1991-02
1991-03-01,0.24,83.0,,,1991-03
1991-03-07,0.0,81.33333,92.33333,74.66667,1991-03
1991-03-09,0.0,82.5,91.5,76.0,1991-03
1991-03-12,,81.33333,,75.0,1991-03
1991-03-13,,81.6,93.0,73.0,1991-03
1991-03-14,,83.0,91.0,,1991-03
1991-03-15,,81.0,,77.0,1991-03
1991-03-17,,85.0,,,1991-03
1991-03-18,,78.0,,77.0,1991-03
1991-03-19,,82.0,88.0,,1991-03
1991-03-20,,86.0,,,1991-03
1991-03-21,,84.0,,79.0,1991-03
1991-03-22,,83.0,,76.0,1991-03
1991-03-23,,83.0,,,1991-03
1991-03-24,,88.0,94.0,,1991-03
1991-03-25,,85.0,,,1991-03
1991-03-26,,86.0,,,1991-03
1991-03-27,,85.5,94.0,,1991-03
1991-03-28,,83.0,,,1991-03
1991-03-29,,86.0,,,1991-03
1991-03-30,,83.0,,,1991-03
1991-03-31,,88.0,,,1991-03
1991-04-01,,83.0,92.0,,1991-04
1991-04-02,3.43,80.0,,70.0,1991-04
1991-04-03,3.46,82.0,,73.0,1991-04
1991-04-04,0.0,83.0,,,1991-04
1991-04-05,,83.0,,,1991-04
1991-04-06,0.47,80.0,,72.0,1991-04
1991-04-07,0.0,80.0,,,1991-04
1991-04-08,,84.0,,,1991-04
1991-04-09,,83.0,,77.0,1991-04
1991-04-10,0.31,76.0,,69.0,1991-04
1991-04-11,0.0,82.0,,74.0,1991-04
1991-04-12,,83.0,,76.0,1991-04
1991-04-13,,83.0,,78.0,1991-04
1991-04-14,,83.0,,76.0,1991-04
1991-04-15,,83.0,,,1991-04
1991-04-16,,85.0,,,1991-04
1991-04-17,,84.0,,,1991-04
1991-04-18,,81.0,,,1991-04
1991-04-19,,87.0,,,1991-04
1991-04-20,1.3,78.0,82.0,,1991-04
1991-04-21,0.12,83.0,87.0,72.0,1991-04
1991-04-22,0.0,82.0,90.33333,74.66667,1991-04
1991-04-23,,82.83333,93.25,76.0,1991-04
1991-04-24,,84.0,90.0,,1991-04
1991-04-25,,81.0,,,1991-04
1991-04-26,,83.0,,76.0,1991-04
1991-04-27,,84.0,,74.0,1991-04
1991-04-28,0.02,76.5,,,1991-04
1991-04-29,0.662,82.42857,90.0,72.0,1991-04
1991-04-30,1.02,78.0,85.0,75.0,1991-04
1991-05-01,0.4875,77.6,87.25,70.2,1991-05
1991-05-02,0.0,84.0,91.0,73.5,1991-05
1991-05-03,,84.0,90.0,,1991-05
1991-05-04,,84.0,,77.0,1991-05
1991-05-05,0.04,84.0,,77.0,1991-05
1991-05-06,0.09833,82.5,91.75,75.5,1991-05
1991-05-07,,84.0,90.0,78.0,1991-05
1991-05-08,,85.0,,,1991-05
1991-05-09,,84.0,,79.0,1991-05
1991-05-10,,81.0,91.0,,1991-05
1991-05-11,,84.0,,77.0,1991-05
1991-05-12,,85.0,,77.0,1991-05
1991-05-13,,81.0,90.0,,1991-05
1991-05-14,2.64,79.0,86.0,73.0,1991-05
1991-05-15,0.5075,80.25,89.0,74.25,1991-05
1991-05-16,0.02,84.0,90.0,77.0,1991-05
1991-05-17,0.0,83.0,,,1991-05
1991-05-18,2.05,80.0,86.5,71.0,1991-05
1991-05-19,0.09333,80.0,,74.0,1991-05
1991-05-20,0.47,79.0,81.0,,1991-05
1991-05-21,0.0,81.0,,,1991-05
1991-05-23,,82.0,86.0,76.0,1991-05
1991-05-24,0.395,79.0,86.0,75.0,1991-05
1991-05-25,2.01,80.33333,86.5,72.5,1991-05
1991-05-26,0.0,78.0,84.16667,,1991-05
1991-05-27,1.2125,77.83333,86.6,72.2,1991-05
1991-05-28,0.0,78.2,86.33333,74.66667,1991-05
1991-05-29,0.40333,77.66667,85.33333,74.0,1991-05
1991-05-30,0.412,79.16667,88.0,71.4,1991-05
1991-05-31,0.0,82.4,89.5,71.6,1991-05
1991-06-01,,83.0,,,1991-06
1991-06-02,,81.0,,,1991-06
1991-06-03,,79.33333,86.0,74.0,1991-06
1991-06-04,,82.0,,74.0,1991-06
1991-06-05,0.04,79.5,,75.5,1991-06
1991-06-06,0.26333,81.2,,74.8,1991-06
1991-06-07,0.0,79.5,,76.0,1991-06
1991-06-08,0.28,81.28571,,72.4,1991-06
1991-06-09,0.0,81.6,,75.0,1991-06
1991-06-10,0.16,82.4,88.5,72.0,1991-06
1991-06-11,0.03,81.25,89.0,76.0,1991-06
1991-06-12,0.235,81.33333,90.5,76.2,1991-06
1991-06-13,0.43,80.0,86.5,75.6,1991-06
1991-06-18,,78.0,,,1991-06
1991-06-19,,81.5,87.8,,1991-06
1991-06-20,,79.5,,,1991-06
1991-06-21,0.40571,79.57143,87.25,73.57143,1991-06
1991-06-22,0.0,81.5,83.0,75.5,1991-06
1991-06-23,0.54429,80.14286,86.0,72.5,1991-06
1991-06-24,0.0,83.0,,76.0,1991-06
1991-06-25,0.0,81.42857,88.0,74.71429,1991-06
1991-06-26,0.8075,78.8,87.6,74.8,1991-06
1991-06-27,0.0,79.0,,,1991-06
1991-06-28,0.06,80.375,86.85714,74.16667,1991-06
1991-06-29,0.0,79.75,87.33333,71.0,1991-06
1991-06-30,0.57333,79.66667,,74.33333,1991-06
1991-07-01,0.24,78.0,,73.0,1991-07
1991-07-02,0.35,75.0,,,1991-07
1991-07-03,0.80333,78.14286,84.0,72.0,1991-07
1991-07-04,0.45667,79.5,85.0,72.5,1991-07
1991-07-05,0.04,78.5,,73.5,1991-07
1991-07-06,0.12,79.0,,73.0,1991-07
1991-07-07,0.0,77.0,82.0,,1991-07
1991-07-08,,79.0,,,1991-07
1991-07-09,0.10667,77.4,83.0,73.66667,1991-07
1991-07-10,0.7675,76.5,83.0,72.33333,1991-07
1991-07-11,0.2,78.5,,77.0,1991-07
1991-07-12,0.0,79.0,,,1991-07
1991-07-13,0.02,76.0,,73.0,1991-07
1991-07-14,0.0,77.0,80.0,,1991-07
1991-07-15,1.33,76.0,77.33333,73.0,1991-07
1991-07-16,0.67875,77.55556,87.5,72.0,1991-07
1991-07-17,0.0,78.0,,,1991-07
1991-07-18,0.0,79.0,,74.0,1991-07
1991-07-19,0.0,78.0,,75.0,1991-07
1991-07-20,0.0,77.75,84.0,71.75,1991-07
1991-07-21,0.04,78.83333,84.83333,72.66667,1991-07
1991-07-22,,81.0,,,1991-07
1991-07-23,0.02,78.83333,85.66667,72.2,1991-07
1991-07-24,,79.2,,71.25,1991-07
1991-07-25,,77.0,,74.0,1991-07
1991-07-26,,77.0,,74.0,1991-07
1991-07-27,,79.0,,,1991-07
1991-07-28,,78.0,89.0,69.75,1991-07
1991-07-29,,78.0,,,1991-07
1991-07-30,,79.0,,,1991-07
1991-07-31,0.0,76.6,,70.6,1991-07
1991-08-01,,77.0,,,1991-08
1991-08-02,18.98,77.66667,83.0,72.0,1991-08
1991-08-03,,77.0,84.0,,1991-08
1991-08-04,,77.0,,,1991-08
1991-08-05,0.48667,77.25,,72.75,1991-08
1991-08-06,0.01,75.0,,73.0,1991-08
1991-08-07,0.0,77.0,,,1991-08
1991-08-08,0.015,77.83333,80.0,72.33333,1991-08
1991-08-09,0.0,75.6,81.5,70.2,1991-08
1991-08-10,,77.33333,,,1991-08
1991-08-11,,79.0,,,1991-08
1991-08-12,,79.25,86.0,72.0,1991-08
1991-08-13,,79.0,85.0,74.0,1991-08
1991-08-14,3.42333,75.4,81.4,73.66667,1991-08
1991-08-15,0.315,77.2,82.5,71.8,1991-08
1991-08-16,0.0,78.75,84.75,,1991-08
1991-08-17,,76.0,,,1991-08
1991-08-18,0.12667,75.25,81.0,72.0,1991-08
1991-08-19,0.1,75.5,81.5,72.0,1991-08
1991-08-20,0.1375,75.5,,72.0,1991-08
1991-08-21,,76.0,,72.0,1991-08
1991-08-22,0.43667,74.33333,79.5,70.5,1991-08
1991-08-23,0.15,77.25,,71.75,1991-08
1991-08-24,0.0,77.0,81.0,,1991-08
1991-08-26,,78.0,,,1991-08
1991-08-27,0.1675,76.66667,,71.6,1991-08
1991-08-28,0.0,78.0,,72.0,1991-08
1991-08-29,0.0,78.0,,72.0,1991-08
1991-08-30,,79.0,,71.75,1991-08
1991-08-31,,77.8,82.0,71.5,1991-08
1991-09-01,0.0,79.0,,71.0,1991-09
1991-09-02,,79.0,,72.33333,1991-09
1991-09-03,,79.0,85.0,73.0,1991-09
1991-09-04,,78.0,,,1991-09
1991-09-05,,78.0,85.0,,1991-09
1991-09-07,0.2525,77.6,80.0,73.0,1991-09
1991-09-08,0.12,79.0,83.0,72.0,1991-09
1991-09-09,0.01,77.6,85.0,71.75,1991-09
1991-09-10,0.0,79.5,,72.5,1991-09
1991-09-11,,81.0,85.0,,1991-09
