date,precipitation,avg_temp,max_temp,min_temp,year_month
2002-12-03,0.0,81.5,90.5,74.0,2002-12
2002-12-04,,83.0,,76.0,2002-12
2002-12-05,,85.0,,,2002-12
2002-12-06,,82.0,,,2002-12
2002-12-07,0.0,80.0,91.66667,73.0,2002-12
2002-12-08,,83.0,,,2002-12
2002-12-09,0.008,80.4,88.0,72.4,2002-12
2002-12-10,0.0,81.33333,89.33333,72.33333,2002-12
2002-12-11,,83.0,,,2002-12
2002-12-12,,81.33333,,75.66667,2002-12
2002-12-13,,85.0,,78.0,2002-12
2002-12-14,0.0,82.4,90.8,75.0,2002-12
2002-12-15,0.0,81.16667,91.5,74.33333,2002-12
2002-12-16,,83.0,,,2002-12
2002-12-17,,80.5,,72.33333,2002-12
2002-12-18,,83.0,90.0,,2002-12
2002-12-19,,84.0,,77.0,2002-12
2002-12-20,,85.0,,,2002-12
2002-12-21,,83.0,,78.0,2002-12
2002-12-22,,82.0,,77.0,2002-12
2002-12-23,,82.0,,,2002-12
2002-12-24,,81.0,,,2002-12
2002-12-25,0.0,82.0,91.0,73.0,2002-12
2002-12-26,,80.0,89.5,,2002-12
2002-12-27,0.0,74.75,90.5,61.0,2002-12
2002-12-28,,77.5,,67.0,2002-12
2002-12-29,,82.0,,,2002-12
2002-12-30,,80.0,,72.0,2002-12
2002-12-31,,76.33333,,69.0,2002-12
2003-01-01,0.0,79.4,90.0,70.8,2003-01
2003-01-02,,80.5,92.0,67.0,2003-01
2003-01-03,,80.0,,72.0,2003-01
2003-01-04,0.0,80.66667,91.0,70.4,2003-01
2003-01-05,,84.0,,,2003-01
2003-01-06,0.0,81.42857,91.33333,73.16667,2003-01
2003-01-07,,85.0,92.0,,2003-01
2003-01-08,,85.0,92.0,78.0,2003-01
2003-01-09,0.0,83.4,90.33333,76.6,2003-01
2003-01-10,,83.0,,78.0,2003-01
2003-01-11,0.0,83.375,92.4,75.33333,2003-01
2003-01-12,0.02,81.0,88.0,74.0,2003-01
2003-01-13,0.04,81.0,,76.0,2003-01
2003-01-14,0.0,80.25,87.0,74.75,2003-01
2003-01-15,,83.0,,,2003-01
2003-01-16,0.0,80.4,90.5,72.25,2003-01
2003-01-17,,82.0,91.0,,2003-01
2003-01-18,0.0,83.33333,92.0,77.33333,2003-01
2003-01-19,0.0,81.0,87.5,75.66667,2003-01
2003-01-20,,82.0,91.0,77.0,2003-01
2003-01-21,,84.0,,80.0,2003-01
2003-01-22,,80.0,88.66667,76.0,2003-01
2003-01-23,0.0,80.0,,75.5,2003-01
2003-01-24,0.284,81.0,91.66667,73.0,2003-01
2003-01-25,0.0,80.5,85.0,75.33333,2003-01
2003-01-26,0.01,80.5,91.6,73.83333,2003-01
2003-01-27,,82.0,90.0,,2003-01
2003-01-28,0.0,82.33333,92.5,70.0,2003-01
2003-01-29,0.0,78.875,93.0,68.375,2003-01
2003-01-30,,81.5,90.5,72.5,2003-01
2003-01-31,0.0,81.0,89.66667,71.5,2003-01
2003-02-01,,82.33333,92.0,,2003-02
2003-02-02,,83.0,,77.0,2003-02
2003-02-03,0.0,83.0,94.16667,76.8,2003-02
2003-02-04,,81.75,,78.0,2003-02
2003-02-05,0.0,85.28571,93.8,77.42857,2003-02
2003-02-06,,85.0,,,2003-02
2003-02-20,0.0,83.66667,91.66667,77.66667,2003-02
2003-02-21,,84.0,,,2003-02
2003-02-22,,81.0,90.0,,2003-02
2003-02-23,0.12,83.0,,74.0,2003-02
2003-02-24,0.0,83.0,,,2003-02
2003-02-25,0.0,83.66667,93.5,76.0,2003-02
2003-02-26,,85.0,91.0,,2003-02
2003-02-27,0.0,85.0,,78.0,2003-02
2003-02-28,0.1675,82.6,93.0,72.5,2003-02
2003-03-01,,84.0,,76.5,2003-03
2003-03-02,0.0,83.33333,95.5,73.33333,2003-03
2003-03-03,0.12,79.8,92.5,73.33333,2003-03
2003-03-04,0.0,79.5,89.0,73.0,2003-03
2003-03-05,0.0,84.5,94.0,76.5,2003-03
2003-03-06,,86.0,,80.0,2003-03
2003-03-07,,86.0,,,2003-03
2003-03-08,0.0,87.0,96.0,78.0,2003-03
2003-03-09,0.0,86.66667,95.66667,,2003-03
2003-03-10,0.0,85.0,94.0,75.0,2003-03
2003-03-11,,86.0,,,2003-03
2003-03-12,0.06,83.2,92.8,74.0,2003-03
2003-03-13,,84.0,,,2003-03
2003-03-14,0.01,84.5,95.25,74.5,2003-03
2003-03-15,,87.0,92.0,81.0,2003-03
2003-03-16,,86.0,,,2003-03
2003-03-17,0.0,86.33333,98.0,78.66667,2003-03
2003-03-18,,87.0,,,2003-03
2003-03-19,,81.0,,,2003-03
2003-03-20,,80.0,,71.0,2003-03
2003-03-21,,83.5,,76.5,2003-03
2003-03-22,0.0,85.5,98.0,74.0,2003-03
2003-03-23,,85.0,,,2003-03
2003-03-24,0.01,85.0,95.25,75.75,2003-03
2003-03-25,,83.75,95.25,77.5,2003-03
2003-03-26,,83.0,,,2003-03
2003-03-27,,85.0,,77.0,2003-03
2003-03-28,,86.0,92.0,,2003-03
2003-03-29,0.13,83.33333,91.66667,73.5,2003-03
2003-03-30,0.25333,82.0,92.0,72.33333,2003-03
2003-03-31,0.0,86.0,,79.0,2003-03
2003-04-01,0.0,84.5,94.0,76.0,2003-04
2003-04-02,,78.0,,,2003-04
2003-04-04,,86.0,91.0,,2003-04
2003-04-05,,84.0,,,2003-04
2003-04-06,,85.0,,,2003-04
2003-04-07,,84.5,91.0,,2003-04
2003-04-08,0.29,83.0,92.0,74.0,2003-04
2003-04-09,0.0075,82.16667,92.16667,73.83333,2003-04
2003-04-10,,84.0,,,2003-04
2003-04-11,,81.0,89.0,75.0,2003-04
2003-04-12,,80.0,90.0,,2003-04
2003-04-13,0.0,84.0,92.0,,2003-04
2003-04-14,0.48333,82.8,91.2,74.6,2003-04
2003-04-15,,79.0,,,2003-04
2003-04-16,0.3425,80.25,88.5,71.5,2003-04
2003-04-17,,82.0,86.5,,2003-04
2003-04-18,,85.0,,,2003-04
2003-04-19,,80.0,,78.0,2003-04
2003-04-20,0.2575,80.66667,,72.33333,2003-04
2003-04-21,0.0,82.5,,77.0,2003-04
2003-04-22,,83.0,92.5,,2003-04
2003-04-23,,82.66667,92.0,77.0,2003-04
2003-04-24,,85.0,,79.0,2003-04
2003-04-25,,87.0,,,2003-04
2003-04-26,0.0,86.0,91.0,79.0,2003-04
2003-04-27,,78.0,81.0,,2003-04
2003-04-28,,83.0,,72.0,2003-04
2003-04-29,0.08,83.5,88.0,78.0,2003-04
2003-04-30,,81.0,,,2003-04
2003-05-01,,84.0,,,2003-05
2003-05-02,,84.0,90.0,,2003-05
2003-05-03,,84.0,,,2003-05
2003-05-04,,85.0,,77.0,2003-05
2003-05-05,,84.0,,,2003-05
2003-05-06,0.11,81.83333,92.6,75.33333,2003-05
2003-05-07,0.0,84.66667,91.66667,,2003-05
2003-05-08,0.06,83.0,94.5,72.0,2003-05
2003-05-09,0.0,84.33333,94.5,74.5,2003-05
2003-05-10,,85.0,,,2003-05
2003-05-11,0.0,81.5,92.0,77.5,2003-05
2003-05-12,0.12,78.33333,86.5,73.0,2003-05
2003-05-13,,83.0,,,2003-05
2003-05-14,0.0,83.33333,91.5,76.0,2003-05
2003-05-15,,84.0,,78.0,2003-05
2003-05-16,0.0,82.0,91.25,76.5,2003-05
2003-05-17,,82.0,,,2003-05
2003-05-18,0.0,82.0,,,2003-05
2003-05-19,0.032,82.0,89.8,75.25,2003-05
2003-05-20,,83.0,,73.0,2003-05
2003-05-21,0.0,84.0,90.0,79.0,2003-05
2003-05-22,,85.0,92.0,,2003-05
2003-05-23,0.0,84.33333,94.5,75.33333,2003-05
2003-05-24,0.0,84.0,91.5,,2003-05
2003-05-25,,82.0,,,2003-05
2003-05-26,0.39333,81.0,89.66667,74.0,2003-05
2003-05-27,,84.0,,,2003-05
2003-05-28,0.04,82.0,87.0,78.0,2003-05
2003-05-29,1.38,79.5,86.75,74.25,2003-05
2003-05-30,0.0,81.0,89.0,,2003-05
2003-05-31,0.79,79.5,91.0,74.5,2003-05
2003-06-01,0.0,80.0,,,2003-06
2003-06-02,,81.0,88.0,,2003-06
2003-06-03,0.294,78.8,88.2,72.5,2003-06
2003-06-04,0.0,80.0,,73.5,2003-06
2003-06-05,0.12,80.5,87.5,75.5,2003-06
2003-06-06,,79.0,,,2003-06
2003-06-07,,77.0,,75.0,2003-06
2003-06-08,0.31,79.0,85.0,74.0,2003-06
2003-06-09,0.0,80.0,,,2003-06
2003-06-10,0.2475,79.0,88.0,73.75,2003-06
2003-06-11,,79.0,,,2003-06
2003-06-12,0.985,78.5,84.33333,72.75,2003-06
2003-06-13,,76.0,,,2003-06
2003-06-14,,80.0,,,2003-06
2003-06-15,0.1,79.5,,74.5,2003-06
2003-06-16,0.0,80.4,88.8,74.0,2003-06
2003-06-17,,81.0,,,2003-06
2003-06-18,1.52167,77.66667,84.5,70.33333,2003-06
2003-06-19,0.0,81.0,,,2003-06
2003-06-20,0.06,80.5,89.0,72.0,2003-06
2003-06-21,,79.0,86.0,75.0,2003-06
2003-06-22,0.43,78.0,85.0,72.5,2003-06
2003-06-23,1.12,78.33333,84.33333,72.0,2003-06
2003-06-24,,78.0,,74.0,2003-06
2003-06-25,0.74667,76.75,81.25,73.5,2003-06
2003-06-26,0.02,77.33333,85.5,72.0,2003-06
2003-06-27,,79.0,,72.0,2003-06
2003-06-28,0.0,78.5,84.5,72.5,2003-06
2003-06-29,,79.0,,75.0,2003-06
2003-06-30,0.0,80.0,,75.0,2003-06
2003-07-01,,80.0,,,2003-07
2003-07-02,,78.0,,72.0,2003-07
2003-07-03,,80.0,87.0,72.0,2003-07
2003-07-04,,79.0,,75.0,2003-07
2003-07-05,0.0,79.0,86.0,73.5,2003-07
2003-07-06,,79.0,86.0,,2003-07
2003-07-07,0.0,78.8,86.5,72.4,2003-07
2003-07-08,0.0,78.0,86.0,69.0,2003-07
2003-07-09,,81.0,,,2003-07
2003-07-10,0.0,79.25,89.66667,70.25,2003-07
2003-07-11,,79.0,,73.0,2003-07
2003-07-12,,76.0,,72.5,2003-07
2003-07-13,,80.0,,,2003-07
2003-07-14,,79.0,,73.0,2003-07
2003-07-15,,80.0,86.0,,2003-07
2003-07-16,,75.0,,,2003-07
2003-07-17,0.5425,76.4,84.0,71.0,2003-07
2003-07-18,0.315,77.2,84.66667,72.8,2003-07
2003-07-19,,78.0,,75.0,2003-07
2003-07-20,0.02333,77.66667,83.66667,72.0,2003-07
2003-07-21,0.102,77.0,80.42857,72.5,2003-07
2003-07-22,0.0,78.0,83.0,72.0,2003-07
2003-07-23,0.028,77.4,83.75,71.8,2003-07
2003-07-24,0.0,78.75,87.25,71.5,2003-07
2003-07-25,0.0,77.5,83.75,72.25,2003-07
2003-07-26,,79.5,84.5,,2003-07
2003-07-27,0.0,78.33333,86.5,72.0,2003-07
2003-07-28,0.06667,78.4,85.8,72.6,2003-07
2003-07-29,,79.0,,75.0,2003-07
2003-07-30,0.14333,77.5,83.0,72.5,2003-07
2003-07-31,0.0,74.0,,73.0,2003-07
2003-08-01,,78.0,,,2003-08
2003-08-02,0.0,77.14286,83.42857,71.71429,2003-08
2003-08-03,,77.0,80.0,,2003-08
2003-08-04,0.0,80.33333,87.0,70.66667,2003-08
2003-08-05,0.0,78.6,88.0,72.2,2003-08
2003-08-06,0.0,77.0,84.0,73.0,2003-08
2003-08-07,0.035,77.0,83.5,72.2,2003-08
2003-08-08,0.0,79.0,,,2003-08
2003-08-09,,80.0,86.0,,2003-08
2003-08-10,,78.0,85.0,,2003-08
2003-08-11,0.295,75.66667,81.0,71.66667,2003-08
2003-08-12,0.42,76.66667,86.0,72.66667,2003-08
2003-08-13,0.37333,76.66667,82.66667,71.66667,2003-08
2003-08-14,,78.0,,74.0,2003-08
2003-08-15,,78.0,83.0,75.0,2003-08
2003-08-16,0.0,77.66667,84.0,71.0,2003-08
2003-08-17,0.01,77.0,83.5,73.5,2003-08
2003-08-18,0.0,77.0,85.0,,2003-08
2003-08-19,0.0,77.0,80.25,73.2,2003-08
2003-08-20,0.07667,75.5,79.75,72.66667,2003-08
2003-08-21,0.185,75.5,81.25,71.75,2003-08
2003-08-22,0.05,77.0,89.0,68.5,2003-08
2003-08-23,0.0,76.0,,71.0,2003-08
2003-08-24,0.0,76.33333,83.0,72.33333,2003-08
2003-08-25,0.16,76.33333,81.0,71.5,2003-08
2003-08-26,0.0,77.25,84.75,69.5,2003-08
2003-08-27,0.0,78.33333,88.33333,71.33333,2003-08
2003-08-28,,78.0,,74.0,2003-08
2003-08-29,0.0,79.5,87.0,73.5,2003-08
2003-08-30,0.0,77.2,84.75,72.4,2003-08
2003-08-31,0.0,77.16667,84.75,71.5,2003-08
2003-09-01,,77.0,,74.0,2003-09
2003-09-02,,78.0,85.0,,2003-09
2003-09-03,,79.0,85.0,74.0,2003-09
2003-09-04,0.02,77.66667,85.5,72.0,2003-09
2003-09-05,0.06667,76.57143,83.28571,73.33333,2003-09
2003-09-06,0.01,78.0,85.5,73.66667,2003-09
2003-09-07,0.0,78.0,,,2003-09
2003-09-08,,79.0,,74.0,2003-09
2003-09-09,0.03,76.5,,73.0,2003-09
2003-09-10,0.1175,78.5,85.25,74.0,2003-09
2003-09-11,0.01,79.4,87.4,73.25,2003-09
2003-09-12,0.02,78.5,,74.5,2003-09
2003-09-13,0.0,78.0,,,2003-09
2003-09-14,,80.0,87.0,,2003-09
2003-09-15,,78.0,86.0,73.0,2003-09
2003-09-16,0.005,78.83333,85.83333,73.33333,2003-09
2003-09-17,,79.5,87.0,75.0,2003-09
2003-09-18,0.79,78.66667,89.5,73.5,2003-09
2003-09-19,0.14,78.8,86.0,74.33333,2003-09
2003-09-20,0.0,80.0,,75.0,2003-09
2003-09-21,0.0,79.5,85.0,73.0,2003-09
2003-09-22,0.0,79.5,85.0,74.0,2003-09
2003-09-23,,81.0,88.0,76.0,2003-09
2003-09-24,,80.0,89.0,74.0,2003-09
2003-09-25,0.02,81.33333,88.33333,75.33333,2003-09
2003-09-26,0.05,78.33333,89.66667,73.0,2003-09
2003-09-27,,82.0,88.0,,2003-09
2003-09-28,,82.0,,,2003-09
2003-09-29,0.04,81.66667,90.66667,75.66667,2003-09
2003-09-30,0.10667,77.2,84.4,74.0,2003-09
2003-10-01,,80.66667,89.0,72.33333,2003-10
2003-10-02,,81.0,,75.0,2003-10
2003-10-03,,82.0,,74.0,2003-10
2003-10-04,,82.0,88.0,76.0,2003-10
2003-10-05,0.02,80.0,,76.0,2003-10
2003-10-06,0.63,78.0,,74.0,2003-10
2003-10-07,0.0,81.5,90.0,76.0,2003-10
2003-10-08,0.0375,81.4,90.33333,74.75,2003-10
2003-10-09,0.055,81.5,89.0,76.5,2003-10
2003-10-10,,83.0,,,2003-10
2003-10-11,,83.0,,75.0,2003-10
2003-10-12,,82.0,,,2003-10
2003-10-13,0.08,82.0,89.75,75.75,2003-10
2003-10-14,1.078,78.16667,87.5,75.5,2003-10
2003-10-15,1.426,78.0,87.83333,70.2,2003-10
2003-10-16,0.152,78.2,84.75,74.33333,2003-10
2003-10-17,0.252,77.0,86.25,72.66667,2003-10
2003-10-18,1.3875,78.0,88.0,70.75,2003-10
2003-10-19,0.0,83.0,,,2003-10
2003-10-20,0.148,79.4,92.0,73.0,2003-10
2003-10-21,0.0,80.0,90.33333,74.5,2003-10
2003-10-22,,83.0,,,2003-10
2003-10-23,0.06667,81.66667,86.0,75.66667,2003-10
2003-10-24,,83.0,,,2003-10
2003-10-25,0.0,80.5,90.0,73.5,2003-10
2003-10-26,0.0,81.5,92.0,75.5,2003-10
2003-10-27,0.16,80.66667,89.5,74.33333,2003-10
2003-10-28,,83.0,,76.0,2003-10
2003-10-29,0.805,82.5,92.0,73.5,2003-10
2003-10-30,,82.0,,,2003-10
2003-10-31,0.3275,79.5,90.0,73.33333,2003-10
2003-11-01,,77.0,,,2003-11
2003-11-02,0.2,81.0,92.0,72.0,2003-11
2003-11-03,,83.0,,,2003-11
2003-11-04,0.21714,80.0,90.0,72.57143,2003-11
2003-11-05,0.0,82.0,,73.5,2003-11
2003-11-06,,83.0,,74.0,2003-11
2003-11-07,,84.0,,,2003-11
2003-11-08,,85.0,,77.0,2003-11
2003-11-09,0.0,82.0,91.0,74.0,2003-11
2003-11-10,0.58333,78.33333,87.5,71.33333,2003-11
2003-11-11,0.0,80.16667,90.75,72.8,2003-11
2003-11-12,0.375,80.5,91.0,72.75,2003-11
2003-11-13,,83.0,,,2003-11
2003-11-14,0.0,80.16667,89.0,74.33333,2003-11
2003-11-15,0.1975,80.6,90.75,73.8,2003-11
2003-11-16,,84.0,,77.0,2003-11
2003-11-17,0.0,81.33333,91.0,75.33333,2003-11
2003-11-18,,83.0,,,2003-11
2003-11-19,0.46,80.25,89.33333,73.25,2003-11
2003-11-20,0.0,82.66667,91.0,76.5,2003-11
2003-11-21,0.21,82.0,93.5,74.66667,2003-11
2003-11-22,0.0,82.0,,75.0,2003-11
2003-11-23,,85.0,,,2003-11
2003-11-24,0.16,82.0,,76.0,2003-11
2003-11-25,0.01,79.0,91.0,71.0,2003-11
2003-11-26,,84.0,,77.0,2003-11
2003-11-27,0.09333,81.66667,92.5,73.33333,2003-11
2003-11-28,,82.0,,,2003-11
2003-11-29,0.0,79.0,89.0,74.5,2003-11
2003-11-30,0.0,81.2,91.25,75.0,2003-11
2003-12-01,,84.0,,76.0,2003-12
2003-12-02,0.0,81.33333,91.6,73.66667,2003-12
2003-12-03,,84.0,,,2003-12
2003-12-04,,77.0,,,2003-12
2003-12-05,0.0,81.5,92.0,74.0,2003-12
2003-12-06,,83.0,,77.0,2003-12
2003-12-07,,87.0,,,2003-12
2003-12-08,,83.0,,77.0,2003-12
2003-12-09,,82.0,,73.0,2003-12
2003-12-10,0.0,79.75,91.33333,72.33333,2003-12
2003-12-11,,84.0,,,2003-12
2003-12-12,0.0,80.75,90.75,73.33333,2003-12
2003-12-13,,83.0,92.0,,2003-12
2003-12-14,0.285,80.8,88.2,73.25,2003-12
2003-12-15,,78.0,,,2003-12
2003-12-16,,79.0,91.0,,2003-12
2003-12-17,0.0,81.0,90.0,74.5,2003-12
2003-12-18,1.81,84.42857,89.83333,74.5,2003-12
2003-12-19,0.0,83.0,,75.5,2003-12
2003-12-20,,84.0,,77.0,2003-12
2003-12-21,,83.0,92.0,,2003-12
2003-12-22,0.0,81.5,88.0,75.5,2003-12
2003-12-23,,84.4,89.33333,,2003-12
2003-12-24,0.0,81.66667,90.0,75.0,2003-12
2003-12-25,0.0,82.0,89.0,77.5,2003-12
2003-12-26,,83.0,,78.0,2003-12
2003-12-27,0.0,81.33333,91.5,73.66667,2003-12
2003-12-28,0.0,80.5,90.5,72.5,2003-12
2003-12-29,,81.0,,73.0,2003-12
2003-12-30,0.0,78.14286,88.28571,65.33333,2003-12
2003-12-31,,80.0,,75.0,2003-12
2004-01-01,0.0,78.6,89.8,69.6,2004-01
2004-01-02,,82.25,89.33333,67.0,2004-01
2004-01-03,,83.0,,76.0,2004-01
2004-01-04,0.0,82.6,92.75,72.25,2004-01
2004-01-05,,85.0,,80.0,2004-01
2004-01-06,,82.0,91.0,,2004-01
2004-01-07,0.39,85.0,90.0,77.5,2004-01
2004-01-08,,85.0,91.0,,2004-01
2004-01-09,0.47,81.0,,78.0,2004-01
2004-01-10,0.0,80.0,,77.0,2004-01
2004-01-11,0.0,82.0,,75.0,2004-01
2004-01-12,0.0,81.66667,91.0,71.33333,2004-01
2004-01-13,,84.0,,,2004-01
2004-01-14,,81.0,91.0,74.66667,2004-01
2004-01-15,,83.0,,78.0,2004-01
2004-01-16,0.12,81.0,90.0,72.0,2004-01
2004-01-17,0.0,81.66667,94.6,73.8,2004-01
2004-01-18,0.0,81.33333,92.0,75.0,2004-01
2004-01-19,0.0,82.0,91.0,71.0,2004-01
2004-01-20,,79.0,,,2004-01
2004-01-21,,79.0,,,2004-01
2004-01-22,,79.0,,73.0,2004-01
2004-01-23,0.16,81.0,91.5,72.0,2004-01
2004-01-24,,80.0,,,2004-01
2004-01-25,,83.0,,76.0,2004-01
2004-01-26,,82.0,93.0,,2004-01
2004-01-27,,81.0,,,2004-01
2004-01-28,,84.0,,,2004-01
2004-01-29,,80.0,,,2004-01
2004-01-30,,80.0,,72.0,2004-01
2004-01-31,0.0,82.8,92.0,76.4,2004-01
2004-02-01,,83.0,90.0,,2004-02
2004-02-02,,84.0,,77.0,2004-02
2004-02-03,0.0,83.0,90.0,78.0,2004-02
2004-02-04,0.0,81.66667,91.0,72.5,2004-02
2004-02-05,0.0,79.5,93.0,68.5,2004-02
2004-02-06,,85.28571,92.71429,,2004-02
2004-02-07,0.0,80.2,92.4,70.2,2004-02
2004-02-08,0.65667,80.8,92.2,65.5,2004-02
2004-02-09,0.0,82.0,91.33333,73.33333,2004-02
2004-02-10,0.0,81.25,94.33333,67.25,2004-02
2004-02-11,,84.0,93.0,,2004-02
2004-02-12,,81.0,,78.0,2004-02
2004-02-24,,88.0,94.0,,2004-02
2004-02-25,0.0,86.0,,80.0,2004-02
2004-02-26,,85.0,92.0,79.0,2004-02
2004-02-27,0.71,80.5,94.0,74.5,2004-02
2004-02-28,0.08,80.33333,95.5,75.0,2004-02
2004-02-29,,85.0,,78.0,2004-02
2004-03-01,0.0,80.5,92.0,74.5,2004-03
2004-03-02,0.2,82.0,90.2,73.83333,2004-03
2004-03-03,0.13,81.57143,94.83333,74.0,2004-03
2004-03-04,0.0,87.0,95.0,,2004-03
2004-03-05,0.0,81.5,93.5,71.0,2004-03
2004-03-06,0.0,82.0,93.0,67.5,2004-03
2004-03-07,,83.0,97.0,,2004-03
2004-03-08,0.0,82.66667,93.66667,73.33333,2004-03
2004-03-09,0.0,84.0,95.2,72.16667,2004-03
2004-03-10,,84.0,,80.0,2004-03
2004-03-11,0.0,84.66667,93.33333,77.0,2004-03
2004-03-12,,86.0,92.0,,2004-03
2004-03-13,0.0025,84.33333,95.16667,75.75,2004-03
2004-03-14,0.0,85.0,95.75,78.33333,2004-03
2004-03-15,,86.0,,80.0,2004-03
2004-03-16,0.52333,81.66667,,69.0,2004-03
2004-03-17,,84.0,91.0,,2004-03
2004-03-18,0.0,84.5,94.75,77.0,2004-03
2004-03-19,0.0,85.0,95.6,76.75,2004-03
2004-03-20,0.0,81.0,,74.5,2004-03
2004-03-21,0.1775,82.75,93.75,73.75,2004-03
2004-03-22,0.0,85.28571,93.0,77.6,2004-03
2004-03-23,0.49,82.66667,93.33333,75.0,2004-03
2004-03-24,0.21,83.5,93.75,75.0,2004-03
2004-03-25,,86.0,,,2004-03
2004-03-26,,86.0,93.0,82.0,2004-03
2004-03-27,0.0,85.0,94.66667,78.5,2004-03
2004-03-28,,84.5,94.0,77.0,2004-03
2004-03-29,0.02,84.33333,91.0,79.66667,2004-03
2004-03-30,,86.0,91.0,81.0,2004-03
2004-03-31,0.0,83.75,93.75,75.75,2004-03
2004-04-01,,83.75,93.0,75.5,2004-04
2004-04-02,0.0,81.0,88.0,75.0,2004-04
2004-04-03,,85.0,91.0,,2004-04
2004-04-04,,85.0,,80.0,2004-04
2004-04-05,0.0,82.66667,93.33333,77.33333,2004-04
2004-04-06,,85.0,92.0,,2004-04
2004-04-07,0.08,80.75,89.5,76.0,2004-04
2004-04-08,0.0,81.0,89.5,76.0,2004-04
2004-04-09,,82.0,,75.0,2004-04
2004-04-10,0.0,83.33333,91.66667,75.33333,2004-04
2004-04-11,,86.6,91.6,,2004-04
2004-04-12,0.0,84.66667,94.0,78.33333,2004-04
2004-04-13,,80.0,,,2004-04
2004-04-14,0.06,82.5,90.0,73.5,2004-04
2004-04-15,0.12,82.5,85.0,80.0,2004-04
2004-04-16,0.10333,85.0,92.33333,74.33333,2004-04
2004-04-17,0.0,83.5,93.25,76.0,2004-04
2004-04-18,0.0,83.5,92.5,78.5,2004-04
2004-04-19,0.0,81.0,,79.0,2004-04
2004-04-20,,81.0,,77.0,2004-04
2004-04-21,0.08,84.66667,93.5,76.0,2004-04
2004-04-22,,85.0,,,2004-04
2004-04-23,0.71,81.66667,92.0,75.2,2004-04
2004-04-24,0.0,85.0,93.5,77.5,2004-04
2004-04-25,,84.66667,95.66667,77.0,2004-04
2004-04-26,,86.0,92.0,,2004-04
2004-04-27,0.1975,80.25,87.5,74.0,2004-04
2004-04-28,0.1,81.75,90.33333,75.0,2004-04
2004-04-29,0.0,81.0,,78.0,2004-04
2004-04-30,,86.0,91.0,,2004-04
2004-05-01,0.0,83.75,93.0,74.0,2004-05
2004-05-02,,83.0,89.0,78.0,2004-05
2004-05-03,0.0,83.75,92.0,77.0,2004-05
2004-05-04,0.0,83.33333,92.5,76.33333,2004-05
2004-05-05,,83.0,,79.0,2004-05
2004-05-06,,86.0,91.0,,2004-05
2004-05-07,0.415,82.5,92.0,76.0,2004-05
2004-05-08,0.0,82.33333,92.0,76.5,2004-05
2004-05-09,,84.0,,,2004-05
2004-05-10,0.395,82.5,91.5,76.5,2004-05
2004-05-11,0.08,79.0,89.0,,2004-05
2004-05-12,1.06,78.0,90.0,72.0,2004-05
2004-05-13,0.0,80.0,88.0,,2004-05
2004-05-14,0.0,81.0,,,2004-05
2004-05-15,0.56333,81.33333,88.0,74.0,2004-05
2004-05-16,0.0,82.0,88.0,,2004-05
2004-05-17,0.0,83.0,90.33333,75.0,2004-05
2004-05-18,,83.0,,77.0,2004-05
2004-05-19,,83.0,,,2004-05
2004-05-20,0.1,80.0,88.5,72.5,2004-05
2004-05-21,,82.0,,,2004-05
2004-05-22,,82.0,,,2004-05
2004-05-23,,84.0,,77.0,2004-05
2004-05-24,0.01,80.0,86.0,74.0,2004-05
2004-05-25,,83.0,91.0,,2004-05
2004-05-26,,76.0,,,2004-05
2004-05-28,,84.0,89.0,,2004-05
2004-05-29,0.0,80.0,87.66667,73.0,2004-05
2004-05-30,0.0,82.0,89.5,75.0,2004-05
2004-05-31,,75.0,82.0,,2004-05
2004-06-01,0.71,77.0,,71.0,2004-06
2004-06-02,0.0,81.0,,,2004-06
2004-06-03,,78.5,87.0,,2004-06
2004-06-04,0.09,75.5,82.0,70.0,2004-06
2004-06-05,0.0,75.0,,,2004-06
2004-06-12,,78.0,,73.0,2004-06
2004-06-16,0.03,78.66667,86.0,74.33333,2004-06
2004-06-17,0.01,78.5,86.5,73.75,2004-06
2004-06-18,0.225,78.0,,72.5,2004-06
2004-06-19,0.0,80.0,86.5,74.5,2004-06
2004-06-20,,79.0,83.5,,2004-06
2004-06-21,0.0,78.66667,86.0,74.0,2004-06
2004-06-22,0.015,79.25,88.5,73.5,2004-06
2004-06-23,0.0,80.0,87.0,76.0,2004-06
2004-06-24,0.0,78.5,85.5,74.5,2004-06
2004-06-25,,79.0,86.0,75.0,2004-06
2004-06-26,0.0,79.33333,86.33333,72.33333,2004-06
2004-06-27,0.0,76.33333,85.5,70.66667,2004-06
2004-06-28,0.0,78.5,85.5,74.0,2004-06
2004-06-29,0.03667,77.6,84.0,74.0,2004-06
2004-06-30,,78.0,87.5,73.5,2004-06
2004-07-01,0.24,81.0,,73.5,2004-07
2004-07-02,,78.0,85.0,,2004-07
2004-07-03,0.0,79.0,,75.0,2004-07
2004-07-04,0.05,77.33333,83.0,72.33333,2004-07
2004-07-05,0.0,76.66667,85.33333,76.0,2004-07
2004-07-06,0.28,78.0,86.0,73.0,2004-07
2004-07-07,0.005,78.5,86.0,74.5,2004-07
2004-07-08,,80.0,,75.0,2004-07
2004-07-09,0.0,79.0,,75.0,2004-07
2004-07-10,0.57,75.5,81.33333,70.0,2004-07
2004-07-11,0.985,77.0,83.0,71.5,2004-07
2004-07-12,0.10333,76.0,84.5,71.66667,2004-07
