date,station,name,precipitation_sum,precipitation_max,precipitation_count,max_temp_mean,max_temp_max,min_temp_mean,min_temp_min,avg_temp_mean,avg_temp_std,monthly_price_mean,monthly_price_last,monthly_price_std,year,month
2015-09-30,GHM00065465,AXIM,0.01,0.01,6,82.43333333333334,85.0,73.55,71.0,76.83333333333333,0.7527726527090804,3260.9349484536083,3196.29,64.25296621109744,2015,9
2015-09-30,GHM00065467,TAKORADI,0.0,0.0,3,82.33333333333333,85.0,72.96825396825396,71.57142857142857,77.33333333333333,1.1547005383792526,3260.9349484536083,3196.29,64.25296621109744,2015,9
2015-09-30,GHM00065472,KOTOKA INTERNATIONAL,0.02,0.02,22,85.61596484323758,90.5,75.01113172541744,72.0,78.5909090909091,1.0075472768815874,3260.9349484536083,3196.29,64.25296621109744,2015,9
2015-10-31,GHM00065472,KOTOKA INTERNATIONAL,0.0,0.0,22,87.60041322314049,89.15,77.59183673469387,77.16326530612245,80.31818181818181,1.1291110551632078,3198.3018181818184,3322.99,57.7306148570662,2015,10
2015-11-30,GHM00065432,WENCHI,0.0,0.0,2,92.0,93.0,76.41836734693877,74.0,84.0,1.4142135623730951,3368.9234375,3377.69,32.30366898260795,2015,11
2015-11-30,GHM00065439,SUNYANI,0.0,0.0,1,94.0,94.0,73.0,73.0,79.0,0.0,3368.9234375,3377.69,32.30366898260795,2015,11
2015-11-30,GHM00065442,KUMASI,0.0,0.0,2,91.5,93.0,77.62755102040816,76.5,85.0,0.0,3368.9234375,3377.69,32.30366898260795,2015,11
2015-11-30,GHM00065445,SEFWI BEKWAI,0.0,0.0,2,91.5,92.0,76.27210884353741,73.66666666666667,86.5,0.7071067811865476,3368.9234375,3377.69,32.30366898260795,2015,11
2015-11-30,GHM00065453,HO,0.0,0.0,1,94.0,94.0,78.79591836734694,78.79591836734694,86.0,0.0,3368.9234375,3377.69,32.30366898260795,2015,11
2015-11-30,GHM00065457,AKIM ODA,0.0,0.0,2,91.83333333333333,93.33333333333333,76.14625850340136,73.33333333333333,85.0,0.0,3368.9234375,3377.69,32.30366898260795,2015,11
2015-11-30,GHM00065459,KOFORIDUA,0.0,0.0,1,94.0,94.0,73.16666666666667,73.16666666666667,85.0,0.0,3368.9234375,3377.69,32.30366898260795,2015,11
2015-11-30,GHM00065465,AXIM,0.0,0.0,1,90.0,90.0,73.83333333333333,73.83333333333333,85.0,0.0,3368.9234375,3377.69,32.30366898260795,2015,11
2015-11-30,GHM00065467,TAKORADI,0.0,0.0,2,91.66666666666667,92.66666666666667,76.2091836734694,73.5,84.5,2.1213203435596424,3368.9234375,3377.69,32.30366898260795,2015,11
2015-11-30,GHM00065472,KOTOKA INTERNATIONAL,0.0,0.0,18,89.62222222222222,90.0,78.421768707483,78.06122448979592,82.0,1.13759291798904,3368.9234375,3377.69,32.30366898260795,2015,11
2015-12-31,GHM00065432,WENCHI,0.0,0.0,21,92.37010582010582,97.0,68.83219954648526,63.4,80.38095238095238,2.178903175365772,3338.364512195122,3268.66,63.19008246431035,2015,12
2015-12-31,GHM00065439,SUNYANI,0.0,0.0,14,91.81190476190477,96.0,68.17551020408163,64.0,79.5,2.6530099016893125,3338.364512195122,3268.66,63.19008246431035,2015,12
2015-12-31,GHM00065442,KUMASI,0.0,0.0,21,92.56243386243386,95.0,71.1748299319728,59.0,81.66666666666667,2.1984843263788205,3338.364512195122,3268.66,63.19008246431035,2015,12
2015-12-31,GHM00065445,SEFWI BEKWAI,1.97,1.97,20,91.52555555555556,97.66666666666667,72.01738095238095,67.0,80.75,2.6132254721743897,3338.364512195122,3268.66,63.19008246431035,2015,12
2015-12-31,GHM00065453,HO,0.0,0.0,3,95.66666666666667,98.0,71.8888888888889,68.66666666666667,85.33333333333333,1.5275252316519463,3338.364512195122,3268.66,63.19008246431035,2015,12
2015-12-31,GHM00065457,AKIM ODA,0.0,0.0,19,92.49035087719298,97.33333333333333,70.15789473684211,67.85714285714286,81.10526315789474,2.2581884785549575,3338.364512195122,3268.66,63.19008246431035,2015,12
2015-12-31,GHM00065459,KOFORIDUA,0.0,0.0,20,93.825,97.0,69.0,63.0,81.05,3.2521248114845904,3338.364512195122,3268.66,63.19008246431035,2015,12
2015-12-31,GHM00065465,AXIM,0.0,0.0,15,90.77555555555554,94.33333333333333,73.22857142857143,66.5,82.46666666666667,1.5055453054181607,3338.364512195122,3268.66,63.19008246431035,2015,12
2015-12-31,GHM00065467,TAKORADI,0.0,0.0,9,91.99876543209876,94.55555555555556,73.57407407407408,69.5,84.11111111111111,2.147349787787522,3338.364512195122,3268.66,63.19008246431035,2015,12
2015-12-31,GHM00065472,KOTOKA INTERNATIONAL,0.0,0.0,22,92.18636363636364,95.0,74.99025974025973,63.8,83.0,0.9258200997725538,3338.364512195122,3268.66,63.19008246431035,2015,12
2016-01-31,GHM00065432,WENCHI,0.03,0.03,18,93.51515151515152,97.0,70.18333333333334,65.0,82.16666666666667,1.5811388300841873,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-01-31,GHM00065439,SUNYANI,0.0,0.0,17,92.85508021390375,96.5,70.86218487394957,64.85714285714286,81.76470588235294,2.5624551646005913,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-01-31,GHM00065442,KUMASI,0.01,0.01,18,93.73501683501684,97.0,74.55000000000001,70.5,84.44444444444444,1.2935233335271104,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-01-31,GHM00065445,SEFWI BEKWAI,0.0,0.0,16,94.09469696969697,99.0,73.62723214285714,66.0,83.9375,1.6111590031195968,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-01-31,GHM00065453,HO,0.03,0.03,6,94.38636363636363,98.0,74.0,70.0,86.33333333333333,1.211060141638997,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-01-31,GHM00065457,AKIM ODA,0.0,0.0,15,94.14939393939395,98.5,70.79809523809523,65.0,81.93333333333334,2.016597794967225,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-01-31,GHM00065459,KOFORIDUA,0.0,0.0,15,95.7969696969697,99.0,71.46095238095238,63.0,83.4,4.154171741411621,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-01-31,GHM00065465,AXIM,0.0,0.0,11,89.24793388429752,98.0,75.28571428571428,69.0,82.0,1.549193338482965,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-01-31,GHM00065467,TAKORADI,0.0,0.0,14,92.35205627705628,98.0,73.70918367346938,64.0,82.35714285714286,1.1507283885330284,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-01-31,GHM00065472,KOTOKA INTERNATIONAL,0.0,0.0,19,92.79872408293461,98.0,75.58684210526316,70.5,83.57894736842105,1.2163602113447671,2963.3404697986575,2850.78,91.13826884328391,2016,1
2016-02-29,GHM00065432,WENCHI,0.47,0.47,14,98.0,101.0,73.6921768707483,68.0,87.5,4.10908936196518,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-02-29,GHM00065439,SUNYANI,0.0,0.0,12,97.72777777777777,101.0,74.83829365079366,66.0,86.58333333333333,3.6545944516540585,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-02-29,GHM00065442,KUMASI,0.0,0.0,12,97.40555555555557,101.0,76.77083333333333,69.0,86.33333333333333,3.601346549514081,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-02-29,GHM00065445,SEFWI BEKWAI,0.0,0.0,11,96.9030303030303,102.0,75.90476190476191,66.0,86.54545454545455,3.9080336836735774,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-02-29,GHM00065453,HO,0.0,0.0,3,99.0,100.0,79.19047619047619,78.0,89.0,2.6457513110645907,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-02-29,GHM00065457,AKIM ODA,0.01,0.01,10,97.3,101.0,76.79285714285714,72.0,87.5,2.8382310609877335,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-02-29,GHM00065459,KOFORIDUA,0.0,0.0,9,98.28148148148148,103.0,76.0,66.0,85.77777777777777,2.8185890875479602,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-02-29,GHM00065465,AXIM,0.01,0.01,7,90.92380952380952,96.66666666666667,78.14285714285714,72.5,82.85714285714286,1.5735915849388864,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-02-29,GHM00065467,TAKORADI,0.0,0.0,9,96.22222222222223,101.0,78.77777777777777,74.0,84.0,2.000000000000002,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-02-29,GHM00065472,KOTOKA INTERNATIONAL,0.0,0.0,16,93.62916666666666,99.33333333333333,78.50297619047619,72.33333333333333,84.375,1.1474609652039074,2930.7288349514565,3006.12,42.07445304016812,2016,2
2016-03-31,GHM00065432,WENCHI,1.54,1.18,18,94.72815656565656,99.0,72.71481481481482,68.0,85.33333333333333,3.086974532565161,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-03-31,GHM00065439,SUNYANI,0.08,0.08,9,94.94545454545454,100.0,74.64074074074074,70.66666666666667,86.44444444444444,2.1858128414339992,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-03-31,GHM00065442,KUMASI,0.53,0.35,17,94.27459893048129,100.0,76.21960784313725,72.0,84.94117647058823,2.410150105161868,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-03-31,GHM00065445,SEFWI BEKWAI,1.65,0.63,14,96.04805194805195,101.0,75.47619047619048,72.33333333333333,85.42857142857143,3.6101200856712556,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-03-31,GHM00065453,HO,0.24,0.24,6,95.63131313131312,100.0,76.22222222222221,74.0,87.0,2.44948974278318,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-03-31,GHM00065457,AKIM ODA,2.5199999999999996,2.01,12,94.90877525252525,100.5,74.47916666666667,62.0,83.16666666666667,2.124888588879782,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-03-31,GHM00065459,KOFORIDUA,0.44,0.24,12,95.83011363636363,101.0,75.39583333333333,70.0,85.66666666666667,4.1851106932973146,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-03-31,GHM00065465,AXIM,0.12,0.12,5,94.05909090909091,98.54545454545455,76.06666666666666,70.5,84.0,1.8708286933869707,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-03-31,GHM00065467,TAKORADI,0.55,0.51,7,95.74632034632035,100.0,77.95238095238095,76.0,84.71428571428571,1.3801311186847087,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-03-31,GHM00065472,KOTOKA INTERNATIONAL,4.6899999999999995,2.28,22,93.22131542699725,99.9,76.61969696969697,72.0,83.68181818181819,1.9120261912024512,3067.031967213115,3023.34,53.559752924077095,2016,3
2016-04-30,GHM00065432,WENCHI,2.01,1.5,17,92.32058823529412,95.0,74.92058823529412,68.0,83.23529411764706,3.1529631254723283,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-04-30,GHM00065439,SUNYANI,0.31,0.31,9,93.74444444444445,96.0,77.1,73.8,85.77777777777777,3.80058475033046,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-04-30,GHM00065442,KUMASI,1.99,0.79,16,92.12604166666667,96.0,76.671875,71.0,83.25,2.1134489978863136,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-04-30,GHM00065445,SEFWI BEKWAI,1.09,0.67,15,94.63777777777777,101.0,76.98,72.0,85.46666666666667,1.9952324127660912,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-04-30,GHM00065453,HO,0.28,0.28,7,93.43333333333332,98.0,77.71428571428571,74.0,84.85714285714286,3.2366943748507495,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-04-30,GHM00065457,AKIM ODA,0.0,0.0,13,93.31923076923077,97.0,76.9423076923077,73.25,85.3076923076923,1.702185623672076,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-04-30,GHM00065459,KOFORIDUA,0.04,0.03,13,93.57692307692308,97.5,77.49615384615385,74.0,84.46153846153847,1.9839096340048945,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-04-30,GHM00065465,AXIM,0.02,0.02,8,93.13125,101.0,78.3375,73.2,84.875,2.1671244937540086,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-04-30,GHM00065467,TAKORADI,0.0,0.0,11,91.26363636363637,94.75,78.23636363636363,73.6,85.27272727272727,1.4206272622267304,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-04-30,GHM00065472,KOTOKA INTERNATIONAL,0.08,0.08,21,91.48253968253968,93.8,77.88095238095238,71.75,84.61904761904762,1.2440333788202962,3108.2163076923075,3281.13,116.3325068059211,2016,4
2016-05-31,GHM00065432,WENCHI,2.63,1.06,20,90.0,96.0,73.20833333333334,69.0,81.9,2.900090742681936,3090.0426451612902,3116.83,87.16059390556386,2016,5
2016-05-31,GHM00065439,SUNYANI,2.59,1.14,11,89.83636363636364,97.0,73.94696969696969,71.0,81.72727272727273,4.002272081978163,3090.0426451612902,3116.83,87.16059390556386,2016,5
2016-05-31,GHM00065442,KUMASI,3.04,1.54,21,90.19047619047619,94.0,75.45370370370371,71.0,81.04761904761905,2.5782977034506813,3090.0426451612902,3116.83,87.16059390556386,2016,5
2016-05-31,GHM00065445,SEFWI BEKWAI,5.91,3.74,17,91.2,96.5,75.62418300653594,73.0,81.88235294117646,2.2880765104443226,3090.0426451612902,3116.83,87.16059390556386,2016,5
2016-05-31,GHM00065453,HO,1.1800000000000002,1.06,5,91.9,94.0,75.3,73.5,82.6,3.9115214431215892,3090.0426451612902,3116.83,87.16059390556386,2016,5
2016-05-31,GHM00065457,AKIM ODA,5.23,1.97,16,90.47395833333333,95.5,74.45138888888889,71.0,81.625,2.473189573539938,3090.0426451612902,3116.83,87.16059390556386,2016,5
2016-05-31,GHM00065459,KOFORIDUA,6.13,1.42,19,90.56842105263158,96.0,74.23391812865496,72.0,81.26315789473684,2.6633751616064125,3090.0426451612902,3116.83,87.16059390556386,2016,5
