year_month,year,month,precipitation_mean,precipitation_sum,precipitation_count,max_temp_mean,max_temp_max,min_temp_mean,min_temp_min,avg_temp_mean,avg_temp_std,price_usd_per_tonne_mean,price_usd_per_tonne_std,Buying_mean,Buying_std,Selling_mean,Selling_std,Mid Rate_mean,Mid Rate_std
2004-04,2004,4,0.08060166666666667,1.45083,18,91.39927521739129,95.66667,76.50144869565217,73.5,83.19222266666667,1.9470124481651072,1437.3509523809523,38.67302223834615,8447.21761904762,1935.5097610704645,8637.38380952381,1979.0876701285274,8542.300714285715,1957.2985285970594
2004-05,2004,5,0.1543135294117647,2.62333,17,89.52380952380952,93.0,75.46078411764705,72.0,81.74999966666665,2.4074834597970605,1413.7469999999998,37.532669713057636,8442.129,1987.0818166423164,8630.7775,2031.4762501296414,8536.45325,2009.2778319809831
2004-06,2004,6,0.069791875,1.11667,16,85.833333125,88.5,73.32843117647059,70.0,78.30238095238094,1.4404311248369515,1407.965909090909,21.046509643687212,8490.759090909092,1896.4428114810582,8677.100454545456,1938.1483028333957,8583.929772727273,1917.268985940355
2004-07,2004,7,0.10034708333333332,2.40833,24,83.6433332,88.0,72.64655172413794,69.0,77.28602161290323,1.5291676103054554,1559.4704545454545,112.08898677803467,8906.191904761905,6.7347914734219225,9104.445714285714,9.883582129687433,9005.31880952381,6.641522021488387
2004-08,2004,8,0.07811565217391304,1.79666,23,83.14038461538462,86.5,72.55576923076923,71.0,77.20591419354838,1.159793479741902,1729.215,50.524396535120474,8914.23,0.8139615060502786,9109.286363636364,0.3552939152791953,9011.75818181818,0.4352901206985516
2004-09,2004,9,0.17423857142857144,2.43934,14,87.33070210526316,90.0,72.167936,68.4,79.71896285714286,1.5798380903255203,1540.2886363636362,50.16939726428328,8917.017272727273,2.3118147516366787,9107.135,1.023447721231554,9012.076136363636,0.8119200227702039
2004-10,2004,10,0.26750680000000004,6.687670000000001,25,88.4266668,101.0,73.26458333333333,70.0,80.54193516129033,1.9184720409236635,1484.7138095238097,22.467591654690192,8923.514285714286,4.401172084147507,9109.595238095239,1.17176626955844,9016.554761904761,2.75125583878906
2004-11,2004,11,0.14016666666666666,2.1025,15,90.38,92.33333,75.17608695652174,71.0,82.18827148148148,1.9800487619941676,1662.226818181818,88.13142844564669,8940.402857142857,11.181478946390659,9109.515238095239,6.177854497354403,9024.959047619048,3.9981156871225667
2004-12,2004,12,0.043813846153846155,1.13916,26,90.27797642857142,92.66667,74.82321392857143,72.0,81.92150548387097,1.500821740904711,1648.5443478260868,51.640974994852364,8948.403,12.301251583734143,9111.4575,3.4154877512514044,9029.930250000001,4.516955330809076
2005-01,2005,1,0.0,0.0,16,91.26190476190476,97.0,72.64492739130435,62.33333,81.04032258064517,2.389683762564922,1549.1333333333332,29.339381781716785,8954.085789473684,15.541696716964717,9113.232631578949,3.722060125649538,9033.659210526315,9.599324956468921
2005-02,2005,2,0.0305,0.61,20,93.41666666666667,98.0,78.54513874999999,74.5,85.40773821428571,1.699875989485709,1634.5985,46.36592115983473,8956.3735,5.140260361007774,9121.898000000001,10.682122596090414,9039.13575,7.657458571635936
